PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
James Harden,HOU,02/06/2019,HOU @ SAC,W,32,36,13,26,50,8,13,61.5,2,2,100,2,4,6,1,2,1,2,4,16
Bradley Beal,WAS,02/06/2019,WAS @ MIL,L,39,30,12,22,54.5,2,8,25,4,5,80,1,7,8,4,3,1,8,5,-20
CJ McCollum,POR,02/05/2019,POR vs. MIA,L,40,33,13,25,52,7,14,50,0,0,-0,1,4,5,2,1,0,2,3,-6
Kemba Walker,CHA,02/05/2019,CHA vs. LAC,L,39,32,11,23,47.8,5,10,50,5,5,100,1,4,5,9,3,0,0,1,3
Tobias Harris,LAC,02/05/2019,LAC @ CHA,W,36,34,13,21,61.9,6,7,85.7,2,3,66.7,1,6,7,5,0,0,6,2,-9
Lou Williams,LAC,02/05/2019,LAC @ CHA,W,32,31,10,23,43.5,5,6,83.3,6,6,100,0,3,3,6,0,1,1,2,18
Paul George,OKC,02/05/2019,OKC vs. ORL,W,36,39,9,26,34.6,6,15,40,15,16,93.8,1,7,8,3,3,0,5,5,14
Joel Embiid,PHI,02/05/2019,PHI vs. TOR,L,42,37,10,20,50,3,7,42.9,14,15,93.3,2,11,13,2,1,3,4,4,-9
Giannis Antetokounmpo,MIL,02/04/2019,MIL @ BKN,W,32,30,12,19,63.2,0,2,0,6,8,75,2,13,15,9,0,3,4,2,7
James Harden,HOU,02/04/2019,HOU @ PHX,W,38,44,15,26,57.7,5,13,38.5,9,11,81.8,0,8,8,6,3,1,3,3,19
Kyrie Irving,BOS,02/03/2019,BOS vs. OKC,W,37,30,14,19,73.7,1,5,20,1,1,100,1,3,4,11,0,1,4,5,5
Paul George,OKC,02/03/2019,OKC @ BOS,L,39,37,11,27,40.7,5,16,31.3,10,12,83.3,0,4,4,4,1,1,2,2,-6
Giannis Antetokounmpo,MIL,02/02/2019,MIL @ WAS,W,33,37,10,20,50,0,3,0,17,17,100,1,9,10,2,1,0,4,4,22
Kemba Walker,CHA,02/02/2019,CHA vs. CHI,W,37,37,10,23,43.5,4,9,44.4,13,14,92.9,1,5,6,10,1,0,0,3,14
Luka Doncic,DAL,02/02/2019,DAL @ CLE,W,33,35,13,25,52,4,11,36.4,5,7,71.4,1,10,11,6,1,0,2,4,8
John Collins,ATL,02/02/2019,ATL @ PHX,W,39,35,13,20,65,2,4,50,7,11,63.6,10,6,16,2,0,1,2,2,15
Lou Williams,LAC,02/02/2019,LAC @ DET,W,35,39,13,26,50,2,4,50,11,11,100,1,2,3,9,0,0,2,0,19
Devin Booker,PHX,02/02/2019,PHX vs. ATL,L,43,32,13,27,48.1,4,10,40,2,3,66.7,1,7,8,10,1,0,4,2,5
Karl-Anthony Towns,MIN,02/02/2019,MIN vs. DEN,L,37,31,12,19,63.2,2,5,40,5,9,55.6,3,9,12,7,2,1,3,3,2
Bojan Bogdanovic,IND,02/02/2019,IND @ MIA,W,38,31,13,19,68.4,3,7,42.9,2,2,100,0,7,7,1,1,0,1,1,22
James Harden,HOU,02/02/2019,HOU @ UTA,W,40,43,12,22,54.5,4,12,33.3,15,15,100,0,12,12,5,6,4,5,4,31
Bobby Portis,CHI,02/02/2019,CHI @ CHA,L,34,33,13,23,56.5,4,8,50,3,3,100,2,7,9,0,2,0,1,4,1
