PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Omri Casspi,MEM,12/31/2018,MEM @ HOU,L,16,8,2,5,40.0,0,2,0.0,4,4,100.0,0,4,4,0,0,1,0,1,0
Troy Caupain,ORL,12/31/2018,ORL @ CHA,L,5,5,2,3,66.7,1,1,100.0,0,0,-,0,1,1,2,1,0,0,0,10
Alfonzo McKinnie,GSW,12/31/2018,GSW @ PHX,W,14,4,2,5,40.0,0,1,0.0,0,0,-,0,2,2,0,0,0,1,1,-2
Amile Jefferson,ORL,12/31/2018,ORL @ CHA,L,4,2,0,1,0.0,0,0,-,2,2,100.0,1,0,1,0,0,0,0,1,6
Stephen Curry,GSW,12/31/2018,GSW @ PHX,W,32,34,11,17,64.7,5,9,55.6,7,7,100.0,1,8,9,4,1,0,3,2,15
Justin Anderson,ATL,12/31/2018,ATL @ IND,L,7,3,1,2,50.0,1,1,100.0,0,0,-,0,1,1,0,0,0,1,1,-7
Daniel Hamilton,ATL,12/31/2018,ATL @ IND,L,16,8,4,8,50.0,0,2,0.0,0,0,-,2,4,6,3,0,0,0,0,0
Jayson Tatum,BOS,12/31/2018,BOS @ SAS,L,35,12,6,14,42.9,0,5,0.0,0,0,-,2,9,11,1,0,2,2,3,-4
Elie Okobo,PHX,12/31/2018,PHX vs. GSW,L,4,4,1,2,50.0,1,1,100.0,1,2,50.0,0,1,1,0,0,0,1,1,5
E'Twaun Moore,NOP,12/31/2018,NOP vs. MIN,W,33,17,7,13,53.8,3,4,75.0,0,0,-,1,1,2,3,0,0,3,1,-7
Troy Daniels,PHX,12/31/2018,PHX vs. GSW,L,5,3,1,2,50.0,1,2,50.0,0,0,-,1,0,1,0,0,0,1,0,3
Kemba Walker,CHA,12/31/2018,CHA vs. ORL,W,27,24,10,16,62.5,2,5,40.0,2,2,100.0,1,2,3,7,0,0,3,1,16
Jahlil Okafor,NOP,12/31/2018,NOP vs. MIN,W,14,7,3,7,42.9,0,0,-,1,1,100.0,5,2,7,0,0,1,0,3,-6
De'Anthony Melton,PHX,12/31/2018,PHX vs. GSW,L,27,7,2,5,40.0,1,2,50.0,2,2,100.0,1,2,3,2,4,1,0,5,-20
Patty Mills,SAS,12/31/2018,SAS vs. BOS,W,19,11,4,7,57.1,3,6,50.0,0,0,-,0,1,1,0,0,0,2,1,1
Draymond Green,GSW,12/31/2018,GSW @ PHX,W,33,7,2,4,50.0,1,2,50.0,2,2,100.0,0,3,3,7,2,1,1,3,20
Isaiah Briscoe,ORL,12/31/2018,ORL @ CHA,L,27,6,3,5,60.0,0,1,0.0,0,0,-,0,2,2,2,0,0,3,2,-20
Wayne Selden,MEM,12/31/2018,MEM @ HOU,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-7
Marcus Smart,BOS,12/31/2018,BOS @ SAS,L,27,7,3,5,60.0,0,2,0.0,1,2,50.0,0,3,3,4,1,1,3,2,-13
Marvin Williams,CHA,12/31/2018,CHA vs. ORL,W,24,10,3,9,33.3,2,3,66.7,2,2,100.0,0,5,5,2,1,0,1,1,3
Terrence Ross,ORL,12/31/2018,ORL @ CHA,L,19,10,4,14,28.6,2,7,28.6,0,0,-,2,3,5,1,1,0,1,0,-14
Deandre Ayton,PHX,12/31/2018,PHX vs. GSW,L,35,25,9,17,52.9,0,0,-,7,8,87.5,4,6,10,1,0,0,1,3,-16
Dante Cunningham,SAS,12/31/2018,SAS vs. BOS,W,3,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,0,0,2
Josh Jackson,PHX,12/31/2018,PHX vs. GSW,L,14,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,0,0,0,2,6,-7
Eric Moreland,PHX,12/31/2018,PHX vs. GSW,L,5,0,0,0,-,0,0,-,0,0,-,0,3,3,0,0,0,0,1,3
Harrison Barnes,DAL,12/31/2018,DAL @ OKC,L,29,25,8,11,72.7,7,9,77.8,2,2,100.0,0,5,5,1,1,0,2,3,-16
Derrick White,SAS,12/31/2018,SAS vs. BOS,W,29,22,8,9,88.9,2,2,100.0,4,5,80.0,0,3,3,3,1,2,1,2,8
Alex Len,ATL,12/31/2018,ATL @ IND,L,25,19,8,16,50.0,0,2,0.0,3,7,42.9,5,2,7,2,1,1,2,3,3
Trae Young,ATL,12/31/2018,ATL @ IND,L,30,16,6,10,60.0,4,6,66.7,0,0,-,2,2,4,7,3,0,8,3,4
Tyreke Evans,IND,12/31/2018,IND vs. ATL,W,19,10,3,7,42.9,2,4,50.0,2,4,50.0,0,2,2,2,0,0,1,3,-3
Shelvin Mack,MEM,12/31/2018,MEM @ HOU,L,13,4,2,2,100.0,0,0,-,0,1,0.0,0,0,0,3,0,0,0,0,0
Khem Birch,ORL,12/31/2018,ORL @ CHA,L,7,4,0,1,0.0,0,1,0.0,4,4,100.0,1,1,2,0,1,0,0,0,5
Steven Adams,OKC,12/31/2018,OKC vs. DAL,W,33,12,5,8,62.5,0,0,-,2,8,25.0,6,7,13,4,1,0,1,3,20
Andre Iguodala,GSW,12/31/2018,GSW @ PHX,W,22,5,1,2,50.0,1,2,50.0,2,4,50.0,1,4,5,6,1,3,1,2,26
Jamal Crawford,PHX,12/31/2018,PHX vs. GSW,L,18,0,0,2,0.0,0,0,-,0,0,-,0,4,4,2,0,1,2,0,-8
Mo Bamba,ORL,12/31/2018,ORL @ CHA,L,18,5,2,5,40.0,0,1,0.0,1,2,50.0,3,9,12,0,0,2,0,5,-15
Austin Rivers,HOU,12/31/2018,HOU vs. MEM,W,41,12,5,11,45.5,2,5,40.0,0,0,-,0,1,1,1,1,1,2,5,1
Luka Doncic,DAL,12/31/2018,DAL @ OKC,L,23,17,4,10,40.0,3,6,50.0,6,6,100.0,1,5,6,3,1,0,5,0,-16
Alex Poythress,ATL,12/31/2018,ATL @ IND,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-9
Hamidou Diallo,OKC,12/31/2018,OKC vs. DAL,W,14,1,0,2,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,1,2,4
Michael Kidd-Gilchrist,CHA,12/31/2018,CHA vs. ORL,W,20,5,2,5,40.0,0,1,0.0,1,1,100.0,1,1,2,0,1,0,0,2,39
Devonte' Graham,CHA,12/31/2018,CHA vs. ORL,W,24,10,3,8,37.5,2,3,66.7,2,2,100.0,0,3,3,4,3,0,1,2,5
Guerschon Yabusele,BOS,12/31/2018,BOS @ SAS,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,1,3,-3
Tim Frazier,NOP,12/31/2018,NOP vs. MIN,W,21,5,2,4,50.0,1,2,50.0,0,0,-,1,3,4,3,1,0,0,1,20
Doug McDermott,IND,12/31/2018,IND vs. ATL,W,15,3,1,7,14.3,1,4,25.0,0,0,-,0,0,0,2,0,0,1,1,-4
Al Horford,BOS,12/31/2018,BOS @ SAS,L,25,9,4,7,57.1,1,2,50.0,0,0,-,1,2,3,3,1,0,1,2,-4
Jerian Grant,ORL,12/31/2018,ORL @ CHA,L,26,9,4,10,40.0,1,4,25.0,0,0,-,0,2,2,5,1,0,0,1,-9
Jevon Carter,MEM,12/31/2018,MEM @ HOU,L,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,2,0,0,0,0,-7
Dennis Schroder,OKC,12/31/2018,OKC vs. DAL,W,27,6,3,14,21.4,0,4,0.0,0,1,0.0,0,2,2,3,0,0,2,2,0
T.J. Warren,PHX,12/31/2018,PHX vs. GSW,L,34,24,8,17,47.1,2,5,40.0,6,6,100.0,0,4,4,4,1,0,0,2,-25
Marc Gasol,MEM,12/31/2018,MEM @ HOU,L,36,14,5,10,50.0,1,3,33.3,3,4,75.0,0,12,12,4,2,1,1,3,-8
Tyus Jones,MIN,12/31/2018,MIN @ NOP,L,38,15,6,11,54.5,1,2,50.0,2,2,100.0,1,1,2,13,1,0,0,0,3
Kevin Durant,GSW,12/31/2018,GSW @ PHX,W,30,25,8,14,57.1,3,4,75.0,6,9,66.7,0,2,2,4,0,0,4,1,21
Taj Gibson,MIN,12/31/2018,MIN @ NOP,L,32,17,6,6,100.0,0,0,-,5,6,83.3,2,3,5,2,1,1,0,1,10
Dorian Finney-Smith,DAL,12/31/2018,DAL @ OKC,L,24,10,3,9,33.3,0,1,0.0,4,5,80.0,3,5,8,1,1,0,0,2,-4
Kelly Oubre Jr.,PHX,12/31/2018,PHX vs. GSW,L,22,15,6,12,50.0,1,4,25.0,2,2,100.0,1,2,3,0,0,0,1,4,-12
Abdel Nader,OKC,12/31/2018,OKC vs. DAL,W,13,10,4,6,66.7,2,3,66.7,0,0,-,1,2,3,1,0,0,0,4,0
Jerami Grant,OKC,12/31/2018,OKC vs. DAL,W,28,16,6,11,54.5,1,4,25.0,3,3,100.0,0,4,4,0,3,1,0,1,16
Jonathan Isaac,ORL,12/31/2018,ORL @ CHA,L,22,11,4,9,44.4,1,5,20.0,2,2,100.0,1,1,2,1,0,1,1,4,-14
Ryan Broekhoff,DAL,12/31/2018,DAL @ OKC,L,6,6,2,5,40.0,1,4,25.0,1,1,100.0,0,1,1,0,0,0,0,0,-3
Nicolas Batum,CHA,12/31/2018,CHA vs. ORL,W,26,7,3,6,50.0,1,2,50.0,0,0,-,1,4,5,3,0,0,0,1,4
Ben McLemore,SAC,12/30/2018,SAC @ LAL,L,16,5,2,2,100.0,1,1,100.0,0,0,-,1,1,2,1,1,0,1,5,3
Jonathon Simmons,ORL,12/30/2018,ORL vs. DET,W,9,7,3,7,42.9,0,0,-,1,1,100.0,0,0,0,0,0,0,1,2,-1
Taj Gibson,MIN,12/30/2018,MIN @ MIA,W,30,14,6,10,60.0,0,0,-,2,3,66.7,1,6,7,1,0,0,1,1,13
Kyle Kuzma,LAL,12/30/2018,LAL vs. SAC,W,40,18,5,17,29.4,4,10,40.0,4,4,100.0,1,8,9,6,0,0,2,3,2
Kentavious Caldwell-Pope,LAL,12/30/2018,LAL vs. SAC,W,28,26,9,21,42.9,5,13,38.5,3,3,100.0,1,2,3,1,2,0,1,4,19
Nerlens Noel,OKC,12/30/2018,OKC @ DAL,L,10,2,1,1,100.0,0,0,-,0,0,-,1,3,4,1,1,1,1,0,9
Wilson Chandler,PHI,12/30/2018,PHI @ POR,L,21,5,2,4,50.0,0,2,0.0,1,1,100.0,0,5,5,0,2,1,0,1,-17
Chris Boucher,TOR,12/30/2018,TOR vs. CHI,W,5,3,1,2,50.0,1,2,50.0,0,0,-,1,0,1,0,0,2,0,2,-2
Langston Galloway,DET,12/30/2018,DET @ ORL,L,13,6,2,7,28.6,0,3,0.0,2,2,100.0,3,2,5,0,1,0,0,1,6
Buddy Hield,SAC,12/30/2018,SAC @ LAL,L,37,21,7,17,41.2,4,11,36.4,3,4,75.0,0,3,3,2,0,0,3,5,-3
Anfernee Simons,POR,12/30/2018,POR vs. PHI,W,10,0,0,3,0.0,0,1,0.0,0,0,-,0,2,2,1,0,0,0,2,-7
D.J. Augustin,ORL,12/30/2018,ORL vs. DET,W,38,26,6,11,54.5,4,7,57.1,10,10,100.0,1,1,2,8,2,0,1,2,6
Steven Adams,OKC,12/30/2018,OKC @ DAL,L,38,8,4,5,80.0,0,1,0.0,0,2,0.0,2,7,9,2,2,0,0,5,-11
J.J. Barea,DAL,12/30/2018,DAL vs. OKC,W,21,6,2,8,25.0,2,5,40.0,0,0,-,0,1,1,10,1,0,2,2,-5
Robin Lopez,CHI,12/30/2018,CHI @ TOR,L,14,0,0,4,0.0,0,0,-,0,0,-,1,3,4,0,0,0,2,1,-17
Bruce Brown,DET,12/30/2018,DET @ ORL,L,30,10,4,8,50.0,0,1,0.0,2,2,100.0,2,0,2,1,1,0,3,4,-10
Derrick Jones Jr.,MIA,12/30/2018,MIA vs. MIN,L,25,16,7,11,63.6,0,1,0.0,2,2,100.0,7,2,9,0,1,1,1,3,-9
Pascal Siakam,TOR,12/30/2018,TOR vs. CHI,W,34,20,7,12,58.3,1,1,100.0,5,6,83.3,6,6,12,4,0,0,3,3,2
Serge Ibaka,TOR,12/30/2018,TOR vs. CHI,W,24,8,4,10,40.0,0,2,0.0,0,0,-,3,4,7,2,1,2,4,5,5
T.J. McConnell,PHI,12/30/2018,PHI @ POR,L,27,14,6,7,85.7,1,1,100.0,1,2,50.0,0,3,3,2,2,0,1,1,-38
Hamidou Diallo,OKC,12/30/2018,OKC @ DAL,L,10,3,1,2,50.0,0,1,0.0,1,1,100.0,0,3,3,1,0,0,0,2,9
Jimmy Butler,PHI,12/30/2018,PHI @ POR,L,26,5,2,12,16.7,0,2,0.0,1,1,100.0,1,2,3,6,1,0,2,0,-22
Johnathan Williams,LAL,12/30/2018,LAL vs. SAC,W,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-6
Shaquille Harrison,CHI,12/30/2018,CHI @ TOR,L,13,3,1,2,50.0,0,0,-,1,3,33.3,0,3,3,1,0,0,0,0,-16
Josh Hart,LAL,12/30/2018,LAL vs. SAC,W,40,22,8,14,57.1,3,8,37.5,3,5,60.0,0,7,7,3,2,0,2,3,18
Iman Shumpert,SAC,12/30/2018,SAC @ LAL,L,28,8,3,12,25.0,1,7,14.3,1,2,50.0,0,2,2,5,2,0,0,4,-11
Ryan Arcidiacono,CHI,12/30/2018,CHI @ TOR,L,22,3,1,2,50.0,1,2,50.0,0,0,-,1,2,3,2,1,0,1,0,-10
Raymond Felton,OKC,12/30/2018,OKC @ DAL,L,11,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,2,0,0,0,2,11
Dario Saric,MIN,12/30/2018,MIN @ MIA,W,19,13,4,10,40.0,2,3,66.7,3,3,100.0,1,3,4,1,1,1,2,0,0
Nikola Vucevic,ORL,12/30/2018,ORL vs. DET,W,34,22,10,15,66.7,0,2,0.0,2,2,100.0,2,9,11,4,1,2,3,2,5
Tyson Chandler,LAL,12/30/2018,LAL vs. SAC,W,16,6,3,5,60.0,0,1,0.0,0,0,-,5,3,8,2,0,1,3,2,2
