PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LeBron James,LAL,12/02/2018,LAL vs. PHX,W,31,22,9,17,52.9,1,5,20.0,3,4,75.0,0,6,6,8,0,1,5,0,12
Kevon Looney,GSW,12/01/2018,GSW @ DET,L,21,2,1,3,33.3,0,0,-,0,0,-,2,3,5,2,0,1,1,5,-12
Marcus Morris Sr.,BOS,12/01/2018,BOS @ MIN,W,27,16,5,10,50.0,4,7,57.1,2,2,100.0,0,3,3,0,2,0,2,5,-3
Gerald Green,HOU,12/01/2018,HOU vs. CHI,W,17,10,4,5,80.0,2,3,66.7,0,0,-,0,4,4,0,1,1,0,2,15
Jeff Teague,MIN,12/01/2018,MIN vs. BOS,L,33,11,3,10,30.0,1,2,50.0,4,4,100.0,2,2,4,6,0,0,5,3,-7
Otto Porter Jr.,WAS,12/01/2018,WAS vs. BKN,W,38,7,3,7,42.9,0,3,0.0,1,2,50.0,1,10,11,2,3,0,0,4,13
Myles Turner,IND,12/01/2018,IND @ SAC,L,32,14,6,10,60.0,0,2,0.0,2,3,66.7,1,11,12,4,0,3,2,2,9
Damyean Dotson,NYK,12/01/2018,NYK vs. MIL,W,33,21,7,9,77.8,5,5,100.0,2,2,100.0,1,4,5,1,1,0,0,1,15
Bogdan Bogdanovic,SAC,12/01/2018,SAC vs. IND,W,31,20,7,12,58.3,3,6,50.0,3,3,100.0,0,2,2,6,2,0,3,1,7
Taj Gibson,MIN,12/01/2018,MIN vs. BOS,L,23,8,4,6,66.7,0,0,-,0,4,0.0,2,6,8,1,0,0,2,1,-1
Jarrett Allen,BKN,12/01/2018,BKN @ WAS,L,25,6,3,4,75.0,0,0,-,0,1,0.0,2,6,8,0,0,0,5,2,-4
Eric Gordon,HOU,12/01/2018,HOU vs. CHI,W,31,15,5,12,41.7,3,8,37.5,2,3,66.7,0,3,3,1,1,0,3,5,16
Willie Cauley-Stein,SAC,12/01/2018,SAC vs. IND,W,34,17,8,13,61.5,0,0,-,1,4,25.0,6,7,13,3,1,0,3,2,-5
Jared Dudley,BKN,12/01/2018,BKN @ WAS,L,16,4,1,3,33.3,0,1,0.0,2,2,100.0,0,0,0,0,0,0,2,1,-16
Ish Smith,DET,12/01/2018,DET vs. GSW,W,22,11,5,11,45.5,1,1,100.0,0,0,-,0,1,1,2,0,0,0,0,3
Semi Ojeleye,BOS,12/01/2018,BOS @ MIN,W,8,0,0,2,0.0,0,1,0.0,0,0,-,1,1,2,0,0,0,0,0,0
Kawhi Leonard,TOR,12/01/2018,TOR @ CLE,W,37,34,11,21,52.4,3,9,33.3,9,9,100.0,1,8,9,2,1,2,1,2,28
Allen Crabbe,BKN,12/01/2018,BKN @ WAS,L,33,14,5,10,50.0,3,5,60.0,1,1,100.0,0,2,2,0,2,0,0,3,-10
Jonas Valanciunas,TOR,12/01/2018,TOR @ CLE,W,18,5,2,5,40.0,0,1,0.0,1,2,50.0,1,3,4,0,0,1,2,4,-9
Kyrie Irving,BOS,12/01/2018,BOS @ MIN,W,35,21,6,15,40.0,2,8,25.0,7,7,100.0,0,3,3,9,0,0,4,3,12
Tomas Satoransky,WAS,12/01/2018,WAS vs. BKN,W,26,7,3,4,75.0,0,1,0.0,1,2,50.0,0,1,1,3,0,0,1,3,9
Justin Holiday,CHI,12/01/2018,CHI @ HOU,L,26,11,4,13,30.8,1,8,12.5,2,2,100.0,0,3,3,1,4,1,4,3,-19
Quinn Cook,GSW,12/01/2018,GSW @ DET,L,7,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,3
Khris Middleton,MIL,12/01/2018,MIL @ NYK,L,19,10,3,11,27.3,3,6,50.0,1,2,50.0,0,4,4,2,1,0,1,1,-9
Al Horford,BOS,12/01/2018,BOS @ MIN,W,32,15,7,11,63.6,1,4,25.0,0,0,-,0,3,3,2,0,1,2,3,3
Danny Green,TOR,12/01/2018,TOR @ CLE,W,32,15,6,9,66.7,3,5,60.0,0,0,-,2,5,7,0,0,2,1,2,24
Langston Galloway,DET,12/01/2018,DET vs. GSW,W,28,8,2,5,40.0,2,4,50.0,2,3,66.7,1,3,4,2,1,0,1,1,4
Marquese Chriss,HOU,12/01/2018,HOU vs. CHI,W,3,2,0,0,-,0,0,-,2,2,100.0,0,0,0,0,1,0,0,0,-4
De'Aaron Fox,SAC,12/01/2018,SAC vs. IND,W,37,15,4,16,25.0,0,2,0.0,7,7,100.0,0,4,4,6,4,1,6,0,-3
Cristiano Felicio,CHI,12/01/2018,CHI @ HOU,L,4,2,0,1,0.0,0,0,-,2,2,100.0,0,0,0,0,0,0,0,1,4
Sterling Brown,MIL,12/01/2018,MIL @ NYK,L,22,8,3,4,75.0,1,1,100.0,1,1,100.0,0,3,3,1,1,0,0,2,-5
Robin Lopez,CHI,12/01/2018,CHI @ HOU,L,8,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-9
Domantas Sabonis,IND,12/01/2018,IND @ SAC,L,24,6,3,7,42.9,0,0,-,0,0,-,1,6,7,5,0,2,7,5,-6
Jose Calderon,DET,12/01/2018,DET vs. GSW,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Malcolm Brogdon,MIL,12/01/2018,MIL @ NYK,L,37,22,9,12,75.0,4,5,80.0,0,0,-,2,4,6,4,1,0,2,4,-26
Karl-Anthony Towns,MIN,12/01/2018,MIN vs. BOS,L,38,20,6,15,40.0,2,6,33.3,6,6,100.0,2,7,9,1,1,1,2,4,-12
Thaddeus Young,IND,12/01/2018,IND @ SAC,L,25,14,6,8,75.0,0,0,-,2,3,66.7,2,2,4,1,1,0,2,2,-1
Lauri Markkanen,CHI,12/01/2018,CHI @ HOU,L,26,10,4,14,28.6,2,6,33.3,0,0,-,0,4,4,0,1,1,0,2,-9
Jayson Tatum,BOS,12/01/2018,BOS @ MIN,W,35,19,7,15,46.7,3,9,33.3,2,2,100.0,0,9,9,2,1,0,2,3,-3
Wendell Carter Jr.,CHI,12/01/2018,CHI @ HOU,L,33,8,3,6,50.0,0,0,-,2,4,50.0,2,6,8,1,0,1,0,2,-16
Justin Jackson,SAC,12/01/2018,SAC vs. IND,W,25,8,3,7,42.9,2,3,66.7,0,2,0.0,1,2,3,2,0,0,1,0,10
Dzanan Musa,BKN,12/01/2018,BKN @ WAS,L,4,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,4
Kelly Oubre Jr.,WAS,12/01/2018,WAS vs. BKN,W,22,5,2,5,40.0,1,2,50.0,0,0,-,0,3,3,0,0,0,2,4,-1
Chandler Hutchison,CHI,12/01/2018,CHI @ HOU,L,16,2,1,4,25.0,0,0,-,0,0,-,2,5,7,0,0,0,0,0,7
Eric Bledsoe,MIL,12/01/2018,MIL @ NYK,L,37,27,11,18,61.1,3,6,50.0,2,2,100.0,3,2,5,7,2,0,2,2,-1
Kevin Durant,GSW,12/01/2018,GSW @ DET,L,40,28,9,19,47.4,1,7,14.3,9,9,100.0,0,6,6,7,0,2,2,3,-5
Andre Iguodala,GSW,12/01/2018,GSW @ DET,L,21,4,1,2,50.0,1,2,50.0,1,2,50.0,1,3,4,2,1,0,2,2,-3
Zaza Pachulia,DET,12/01/2018,DET vs. GSW,W,12,2,1,2,50.0,0,0,-,0,0,-,0,4,4,1,0,0,0,1,9
Trey Burke,NYK,12/01/2018,NYK vs. MIL,W,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Jabari Parker,CHI,12/01/2018,CHI @ HOU,L,32,21,8,15,53.3,1,3,33.3,4,5,80.0,2,10,12,2,1,1,4,2,-12
Stephen Curry,GSW,12/01/2018,GSW @ DET,L,36,27,10,21,47.6,3,9,33.3,4,4,100.0,0,5,5,3,2,0,7,4,-8
Noah Vonleh,NYK,12/01/2018,NYK vs. MIL,W,35,15,6,6,100.0,3,3,100.0,0,0,-,0,5,5,1,1,0,2,6,-4
Jacob Evans,GSW,12/01/2018,GSW @ DET,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,0
Larry Nance Jr.,CLE,12/01/2018,CLE vs. TOR,L,22,3,1,3,33.3,0,1,0.0,1,2,50.0,1,2,3,1,0,0,2,3,-7
Mitchell Robinson,NYK,12/01/2018,NYK vs. MIL,W,20,6,3,4,75.0,0,0,-,0,1,0.0,4,1,5,0,0,1,1,6,-1
Thomas Bryant,WAS,12/01/2018,WAS vs. BKN,W,19,2,1,3,33.3,0,2,0.0,0,0,-,1,6,7,2,1,0,3,2,-3
Darren Collison,IND,12/01/2018,IND @ SAC,L,34,11,3,8,37.5,2,3,66.7,3,3,100.0,1,3,4,12,6,0,6,5,13
Buddy Hield,SAC,12/01/2018,SAC vs. IND,W,34,18,6,16,37.5,2,9,22.2,4,4,100.0,1,4,5,4,0,0,2,3,3
Aron Baynes,BOS,12/01/2018,BOS @ MIN,W,17,0,0,1,0.0,0,1,0.0,0,0,-,1,3,4,1,0,1,1,5,6
Bruce Brown,DET,12/01/2018,DET vs. GSW,W,15,2,1,3,33.3,0,0,-,0,0,-,0,1,1,1,1,0,1,5,4
Rodions Kurucs,BKN,12/01/2018,BKN @ WAS,L,14,8,2,7,28.6,0,4,0.0,4,4,100.0,1,4,5,0,0,0,1,5,6
Markieff Morris,WAS,12/01/2018,WAS vs. BKN,W,29,20,9,12,75.0,2,4,50.0,0,0,-,0,7,7,2,3,2,2,3,17
OG Anunoby,TOR,12/01/2018,TOR @ CLE,W,22,8,3,5,60.0,0,1,0.0,2,4,50.0,1,5,6,1,0,0,0,1,-15
Tyus Jones,MIN,12/01/2018,MIN vs. BOS,L,15,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,2,0,0,0,2,-2
Tristan Thompson,CLE,12/01/2018,CLE vs. TOR,L,40,18,6,15,40.0,0,0,-,6,6,100.0,7,12,19,3,1,0,0,5,2
CJ Miles,TOR,12/01/2018,TOR @ CLE,W,15,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,1,1,0,0,0,-4
Chris Paul,HOU,12/01/2018,HOU vs. CHI,W,31,12,4,11,36.4,2,7,28.6,2,2,100.0,1,2,3,13,2,1,4,1,14
Marcus Smart,BOS,12/01/2018,BOS @ MIN,W,28,6,2,4,50.0,2,4,50.0,0,0,-,1,1,2,3,4,0,0,3,1
Giannis Antetokounmpo,MIL,12/01/2018,MIL @ NYK,L,42,33,10,17,58.8,0,1,0.0,13,16,81.3,3,16,19,7,3,2,6,2,-6
Theo Pinson,BKN,12/01/2018,BKN @ WAS,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,4
Tyreke Evans,IND,12/01/2018,IND @ SAC,L,29,12,5,12,41.7,2,4,50.0,0,0,-,0,2,2,4,1,0,3,3,11
Allonzo Trier,NYK,12/01/2018,NYK vs. MIL,W,17,9,3,8,37.5,0,1,0.0,3,3,100.0,0,6,6,5,0,0,2,0,1
Shaquille Harrison,CHI,12/01/2018,CHI @ HOU,L,12,9,3,4,75.0,1,2,50.0,2,2,100.0,0,1,1,0,1,0,1,3,3
Cory Joseph,IND,12/01/2018,IND @ SAC,L,30,7,3,6,50.0,1,2,50.0,0,0,-,1,6,7,4,1,0,1,4,-12
Danuel House Jr.,HOU,12/01/2018,HOU vs. CHI,W,17,6,2,7,28.6,0,3,0.0,2,4,50.0,0,1,1,0,0,0,0,3,6
D'Angelo Russell,BKN,12/01/2018,BKN @ WAS,L,25,8,3,8,37.5,1,5,20.0,1,2,50.0,0,2,2,7,1,0,2,2,-20
Spencer Dinwiddie,BKN,12/01/2018,BKN @ WAS,L,28,8,3,9,33.3,0,3,0.0,2,3,66.7,0,2,2,8,0,0,3,0,-11
Jonas Jerebko,GSW,12/01/2018,GSW @ DET,L,23,4,2,4,50.0,0,2,0.0,0,0,-,0,4,4,0,1,0,0,3,5
Andre Drummond,DET,12/01/2018,DET vs. GSW,W,33,16,7,14,50.0,0,2,0.0,2,8,25.0,8,11,19,0,3,2,4,3,1
Thon Maker,MIL,12/01/2018,MIL @ NYK,L,13,9,2,3,66.7,2,3,66.7,3,4,75.0,0,2,2,0,1,0,0,2,3
Bradley Beal,WAS,12/01/2018,WAS vs. BKN,W,43,22,8,17,47.1,0,3,0.0,6,7,85.7,0,3,3,0,0,1,2,2,13
Ed Davis,BKN,12/01/2018,BKN @ WAS,L,10,5,2,4,50.0,0,0,-,1,1,100.0,4,3,7,0,0,0,0,1,-8
Jordan Clarkson,CLE,12/01/2018,CLE vs. TOR,L,29,18,7,17,41.2,1,6,16.7,3,3,100.0,2,0,2,2,1,0,1,2,-5
Delon Wright,TOR,12/01/2018,TOR @ CLE,W,20,2,1,4,25.0,0,1,0.0,0,0,-,0,1,1,1,2,0,0,1,-17
Gordon Hayward,BOS,12/01/2018,BOS @ MIN,W,30,30,8,16,50.0,4,5,80.0,10,10,100.0,3,6,9,8,2,0,2,0,14
Nene,HOU,12/01/2018,HOU vs. CHI,W,12,4,2,3,66.7,0,0,-,0,0,-,0,3,3,0,0,1,0,1,8
Kevin Knox II,NYK,12/01/2018,NYK vs. MIL,W,37,26,9,20,45.0,5,12,41.7,3,5,60.0,0,4,4,4,1,1,2,3,5
Daniel Theis,BOS,12/01/2018,BOS @ MIN,W,8,4,2,4,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,3,7
Aaron Holiday,IND,12/01/2018,IND @ SAC,L,7,5,2,4,50.0,1,3,33.3,0,0,-,0,2,2,1,0,0,1,0,-11
Cedi Osman,CLE,12/01/2018,CLE vs. TOR,L,35,12,3,13,23.1,1,7,14.3,5,5,100.0,0,6,6,3,1,0,2,4,-10
Bojan Bogdanovic,IND,12/01/2018,IND @ SAC,L,37,27,10,19,52.6,2,6,33.3,5,6,83.3,0,3,3,0,2,0,3,1,4
Mario Hezonja,NYK,12/01/2018,NYK vs. MIL,W,12,2,1,2,50.0,0,0,-,0,0,-,0,2,2,2,1,0,2,1,-6
Gary Clark,HOU,12/01/2018,HOU vs. CHI,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-4
Zach LaVine,CHI,12/01/2018,CHI @ HOU,L,35,29,11,17,64.7,2,5,40.0,5,5,100.0,1,3,4,3,2,2,2,3,-13
Rondae Hollis-Jefferson,BKN,12/01/2018,BKN @ WAS,L,28,11,3,10,30.0,1,1,100.0,4,4,100.0,1,7,8,0,1,0,2,1,-5
Kosta Koufos,SAC,12/01/2018,SAC vs. IND,W,15,0,0,3,0.0,0,0,-,0,0,-,1,6,7,1,0,1,2,0,5
Andrew Wiggins,MIN,12/01/2018,MIN vs. BOS,L,33,17,5,12,41.7,2,5,40.0,5,6,83.3,0,2,2,3,0,0,2,1,-6
Serge Ibaka,TOR,12/01/2018,TOR @ CLE,W,31,10,4,9,44.4,0,1,0.0,2,2,100.0,1,5,6,1,0,0,1,2,20
George Hill,CLE,12/01/2018,CLE vs. TOR,L,19,8,3,5,60.0,1,2,50.0,1,2,50.0,0,1,1,1,0,0,0,1,-6
Donte DiVincenzo,MIL,12/01/2018,MIL @ NYK,L,13,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,2,2,4
Nemanja Bjelica,SAC,12/01/2018,SAC vs. IND,W,20,13,6,12,50.0,1,4,25.0,0,0,-,3,3,6,1,0,1,2,4,-10
Gorgui Dieng,MIN,12/01/2018,MIN vs. BOS,L,10,3,1,2,50.0,0,0,-,1,1,100.0,0,1,1,1,0,0,0,1,3
Channing Frye,CLE,12/01/2018,CLE vs. TOR,L,3,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,0,1,0
Michael Carter-Williams,HOU,12/01/2018,HOU vs. CHI,W,3,3,1,3,33.3,0,0,-,1,2,50.0,1,0,1,0,0,1,0,1,-4
Rodney Hood,CLE,12/01/2018,CLE vs. TOR,L,42,13,4,10,40.0,1,2,50.0,4,5,80.0,0,3,3,2,2,0,1,2,-21
Terry Rozier,BOS,12/01/2018,BOS @ MIN,W,21,7,3,7,42.9,1,4,25.0,0,0,-,1,4,5,5,0,1,0,0,8
Iman Shumpert,SAC,12/01/2018,SAC vs. IND,W,28,8,3,6,50.0,2,2,100.0,0,0,-,1,2,3,2,2,0,1,4,-6
Clint Capela,HOU,12/01/2018,HOU vs. CHI,W,33,18,7,11,63.6,0,0,-,4,7,57.1,2,13,15,0,0,1,0,2,12
Isaiah Hartenstein,HOU,12/01/2018,HOU vs. CHI,W,3,0,0,0,-,0,0,-,0,0,-,1,0,1,1,0,0,0,0,-4
Collin Sexton,CLE,12/01/2018,CLE vs. TOR,L,26,10,5,12,41.7,0,1,0.0,0,0,-,0,2,2,2,0,0,3,3,-15
Reggie Bullock,DET,12/01/2018,DET vs. GSW,W,32,10,4,12,33.3,2,8,25.0,0,0,-,0,2,2,3,2,0,0,3,5
Doug McDermott,IND,12/01/2018,IND @ SAC,L,22,14,5,8,62.5,2,4,50.0,2,3,66.7,0,1,1,1,0,0,0,4,-12
Damian Jones,GSW,12/01/2018,GSW @ DET,L,20,9,3,7,42.9,0,0,-,3,4,75.0,3,2,5,2,0,0,0,2,6
Stanley Johnson,DET,12/01/2018,DET vs. GSW,W,23,19,8,16,50.0,3,7,42.9,0,0,-,3,4,7,2,0,0,1,4,8
DeMarre Carroll,BKN,12/01/2018,BKN @ WAS,L,21,10,3,9,33.3,2,6,33.3,2,4,50.0,2,3,5,0,1,1,1,0,-9
Troy Williams,SAC,12/01/2018,SAC vs. IND,W,16,12,4,6,66.7,3,3,100.0,1,4,25.0,1,2,3,0,1,0,0,2,4
James Ennis III,HOU,12/01/2018,HOU vs. CHI,W,25,10,4,7,57.1,1,3,33.3,1,2,50.0,0,3,3,0,1,1,0,3,4
Tony Snell,MIL,12/01/2018,MIL @ NYK,L,19,10,3,11,27.3,2,9,22.2,2,2,100.0,0,1,1,0,0,0,0,2,9
Emmanuel Mudiay,NYK,12/01/2018,NYK vs. MIL,W,36,28,10,18,55.6,4,5,80.0,4,5,80.0,0,3,3,7,1,0,3,2,-3
Reggie Jackson,DET,12/01/2018,DET vs. GSW,W,27,17,6,12,50.0,2,4,50.0,3,3,100.0,1,1,2,5,1,0,2,3,6
Brook Lopez,MIL,12/01/2018,MIL @ NYK,L,28,13,5,11,45.5,3,7,42.9,0,2,0.0,2,7,9,1,1,2,3,5,8
Shabazz Napier,BKN,12/01/2018,BKN @ WAS,L,25,8,2,13,15.4,1,7,14.3,3,3,100.0,0,2,2,3,3,1,1,2,-3
Enes Kanter,NYK,12/01/2018,NYK vs. MIL,W,27,8,4,6,66.7,0,0,-,0,1,0.0,1,6,7,2,0,0,1,2,-4
Dario Saric,MIN,12/01/2018,MIN vs. BOS,L,20,7,3,7,42.9,0,4,0.0,1,2,50.0,1,3,4,1,0,1,0,1,-3
PJ Tucker,HOU,12/01/2018,HOU vs. CHI,W,31,11,4,8,50.0,2,5,40.0,1,1,100.0,1,5,6,1,1,0,0,2,10
Blake Griffin,DET,12/01/2018,DET vs. GSW,W,34,26,9,22,40.9,2,9,22.2,6,6,100.0,0,6,6,5,0,0,2,1,3
John Wall,WAS,12/01/2018,WAS vs. BKN,W,37,30,12,24,50.0,3,6,50.0,3,5,60.0,0,5,5,9,1,0,2,1,14
Klay Thompson,GSW,12/01/2018,GSW @ DET,L,36,21,10,20,50.0,1,5,20.0,0,0,-,0,8,8,1,2,0,1,1,3
Robert Covington,MIN,12/01/2018,MIN vs. BOS,L,38,17,4,11,36.4,2,7,28.6,7,7,100.0,1,9,10,0,4,0,2,4,-4
Jordan Bell,GSW,12/01/2018,GSW @ DET,L,14,4,2,5,40.0,0,0,-,0,0,-,1,2,3,2,0,2,0,1,-16
Pat Connaughton,MIL,12/01/2018,MIL @ NYK,L,36,2,0,5,0.0,0,3,0.0,2,2,100.0,0,2,2,5,1,0,0,3,13
Kenneth Faried,BKN,12/01/2018,BKN @ WAS,L,4,4,2,2,100.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,2
Derrick Rose,MIN,12/01/2018,MIN vs. BOS,L,29,26,11,18,61.1,2,3,66.7,2,2,100.0,0,0,0,4,1,0,3,1,-13
Alec Burks,CLE,12/01/2018,CLE vs. TOR,L,24,13,5,13,38.5,1,3,33.3,2,2,100.0,1,5,6,0,1,0,2,2,7
James Harden,HOU,12/01/2018,HOU vs. CHI,W,30,30,9,16,56.3,6,11,54.5,6,7,85.7,0,6,6,7,1,1,7,1,11
Shaun Livingston,GSW,12/01/2018,GSW @ DET,L,14,1,0,2,0.0,0,0,-,1,2,50.0,1,1,2,2,0,0,1,0,-13
Cameron Payne,CHI,12/01/2018,CHI @ HOU,L,18,0,0,4,0.0,0,3,0.0,0,2,0.0,0,0,0,6,2,0,0,2,-9
Glenn Robinson III,DET,12/01/2018,DET vs. GSW,W,15,0,0,1,0.0,0,0,-,0,0,-,1,0,1,1,0,0,0,0,4
Pascal Siakam,TOR,12/01/2018,TOR @ CLE,W,33,15,6,11,54.5,0,2,0.0,3,4,75.0,0,5,5,5,0,0,3,4,14
Austin Rivers,WAS,12/01/2018,WAS vs. BKN,W,25,7,2,6,33.3,2,5,40.0,1,2,50.0,0,1,1,1,0,0,1,2,10
Troy Brown Jr.,WAS,12/01/2018,WAS vs. BKN,W,2,2,1,1,100.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Ryan Arcidiacono,CHI,12/01/2018,CHI @ HOU,L,27,7,2,6,33.3,1,5,20.0,2,2,100.0,0,1,1,2,0,0,1,3,-11
Antonio Blakeney,CHI,12/01/2018,CHI @ HOU,L,4,4,2,2,100.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,4
Damion Lee,GSW,12/01/2018,GSW @ DET,L,6,2,1,1,100.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-5
Fred VanVleet,TOR,12/01/2018,TOR @ CLE,W,33,15,5,12,41.7,1,4,25.0,4,4,100.0,0,3,3,4,1,0,2,3,14
Tim Hardaway Jr.,NYK,12/01/2018,NYK vs. MIL,W,47,21,8,22,36.4,3,8,37.5,2,4,50.0,0,4,4,8,0,0,3,2,10
Bryn Forbes,SAS,11/30/2018,SAS vs. HOU,L,21,10,4,8,50.0,2,5,40.0,0,0,-,0,0,0,2,0,0,1,2,-29
Dante Cunningham,SAS,11/30/2018,SAS vs. HOU,L,18,0,0,1,0.0,0,1,0.0,0,0,-,0,5,5,1,0,1,1,1,-11
Blake Griffin,DET,11/30/2018,DET vs. CHI,W,31,20,7,12,58.3,2,4,50.0,4,7,57.1,1,9,10,5,0,0,2,5,21
Devin Harris,DAL,11/30/2018,DAL @ LAL,L,21,4,1,4,25.0,1,4,25.0,1,2,50.0,1,1,2,0,0,0,0,2,-22
Marquese Chriss,HOU,11/30/2018,HOU @ SAS,W,14,5,2,5,40.0,1,3,33.3,0,0,-,0,3,3,1,0,0,2,1,-2
Ben Simmons,PHI,11/30/2018,PHI vs. WAS,W,25,13,5,5,100.0,0,0,-,3,3,100.0,1,7,8,10,1,0,6,3,22
Channing Frye,CLE,11/30/2018,CLE @ BOS,L,7,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,1,-4
Damian Lillard,POR,11/30/2018,POR vs. DEN,L,40,15,6,16,37.5,3,8,37.5,0,0,-,0,1,1,8,0,0,1,1,-4
D'Angelo Russell,BKN,11/30/2018,BKN vs. MEM,L,45,26,10,27,37.0,5,14,35.7,1,2,50.0,0,1,1,8,3,1,8,2,-1
Timothe Luwawu-Cabarrot,OKC,11/30/2018,OKC vs. ATL,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-7
Brad Wanamaker,BOS,11/30/2018,BOS vs. CLE,W,9,3,1,3,33.3,1,1,100.0,0,0,-,0,1,1,4,0,0,0,0,4
Shabazz Napier,BKN,11/30/2018,BKN vs. MEM,L,24,18,4,14,28.6,2,7,28.6,8,8,100.0,0,6,6,2,1,1,1,2,5
Svi Mykhailiuk,LAL,11/30/2018,LAL vs. DAL,W,2,3,1,1,100.0,1,1,100.0,0,0,-,0,0,0,0,0,0,0,1,-3
PJ Dozier,BOS,11/30/2018,BOS vs. CLE,W,6,7,3,5,60.0,1,1,100.0,0,0,-,2,2,4,0,0,0,0,1,8
Tristan Thompson,CLE,11/30/2018,CLE @ BOS,L,28,13,4,7,57.1,0,0,-,5,8,62.5,6,6,12,4,0,1,1,1,-26
Terrence Ross,ORL,11/30/2018,ORL @ PHX,W,31,21,7,15,46.7,2,6,33.3,5,7,71.4,0,1,1,1,0,1,1,1,11
Salah Mejri,DAL,11/30/2018,DAL @ LAL,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,7
Aaron Gordon,ORL,11/30/2018,ORL @ PHX,W,34,18,8,12,66.7,1,4,25.0,1,1,100.0,1,5,6,3,1,0,1,1,11
Thabo Sefolosha,UTA,11/30/2018,UTA @ CHA,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-3
Furkan Korkmaz,PHI,11/30/2018,PHI vs. WAS,W,20,13,3,10,30.0,1,6,16.7,6,6,100.0,0,2,2,5,1,0,0,1,13
Jimmy Butler,PHI,11/30/2018,PHI vs. WAS,W,25,11,5,13,38.5,1,3,33.3,0,0,-,4,3,7,4,4,0,0,2,19
Dewayne Dedmon,ATL,11/30/2018,ATL @ OKC,L,17,2,1,5,20.0,0,2,0.0,0,0,-,0,4,4,0,4,0,4,2,-4
Kemba Walker,CHA,11/30/2018,CHA vs. UTA,L,37,21,9,17,52.9,1,6,16.7,2,5,40.0,0,7,7,4,1,0,3,2,-17
Tomas Satoransky,WAS,11/30/2018,WAS @ PHI,L,23,8,4,7,57.1,0,0,-,0,0,-,0,0,0,7,2,0,2,2,-6
Andrew Harrison,CLE,11/30/2018,CLE @ BOS,L,16,7,2,4,50.0,0,1,0.0,3,3,100.0,0,2,2,3,1,0,1,6,5
JaVale McGee,LAL,11/30/2018,LAL vs. DAL,W,20,6,3,5,60.0,0,0,-,0,0,-,0,7,7,0,1,1,1,6,-3
Harrison Barnes,DAL,11/30/2018,DAL @ LAL,L,34,29,9,17,52.9,4,6,66.7,7,9,77.8,1,4,5,2,2,0,1,1,-6
Gerald Green,HOU,11/30/2018,HOU @ SAS,W,24,11,4,11,36.4,3,9,33.3,0,0,-,0,3,3,3,2,0,1,1,7
Glenn Robinson III,DET,11/30/2018,DET vs. CHI,W,13,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,6
Evan Fournier,ORL,11/30/2018,ORL @ PHX,W,32,7,2,8,25.0,1,4,25.0,2,3,66.7,0,5,5,4,1,0,3,4,18
Troy Daniels,PHX,11/30/2018,PHX vs. ORL,L,16,8,3,6,50.0,2,5,40.0,0,0,-,0,1,1,0,1,0,4,3,-2
Julius Randle,NOP,11/30/2018,NOP @ MIA,L,26,8,2,6,33.3,0,1,0.0,4,6,66.7,2,8,10,2,0,1,4,2,-14
Zaza Pachulia,DET,11/30/2018,DET vs. CHI,W,18,4,1,2,50.0,0,0,-,2,2,100.0,2,7,9,2,2,0,1,1,-5
T.J. McConnell,PHI,11/30/2018,PHI vs. WAS,W,22,15,6,10,60.0,1,2,50.0,2,2,100.0,0,2,2,2,2,0,3,1,13
Amir Johnson,PHI,11/30/2018,PHI vs. WAS,W,15,5,2,4,50.0,1,2,50.0,0,0,-,1,4,5,1,0,0,1,1,-4
Evan Turner,POR,11/30/2018,POR vs. DEN,L,27,2,1,2,50.0,0,0,-,0,2,0.0,0,7,7,4,1,1,4,3,-6
