Team,Matchup,Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,Last5_Off,Last5_Def
POR,PORvs.UTA,01/30/19,W,48,128.2,101.9,26.2,58.3,1.87,19.4,31.8,77.6,55.9,14.6,62.2,65.9,103,61.6,116.14,109.16
POR,PORvs.ATL,01/26/19,W,48,115.4,108.8,6.6,63.4,1.37,18.1,32.6,76.9,56.8,18.3,56.7,63,103,56.8,120.5,111.22
POR,POR@PHX,01/24/19,W,48,116.5,102.9,13.6,56.8,1.47,17.2,36,73.2,55.7,16.5,53.2,58.4,103,60.1,118.82,113.64
POR,POR@OKC,01/22/19,L,48,109.6,117.1,-7.5,48.8,1.05,14.3,41.5,77.8,58.2,19.2,50.5,54.5,104.5,42.8,120.2,114.38
POR,POR@UTA,01/21/19,W,48,111.2,106.1,5.1,66.7,2.73,21.9,21.3,63.3,44.9,11.2,54.4,56.4,98,57.3,123.62,112.76
POR,PORvs.NOP,01/18/19,W,48,128,110.9,17.1,62.5,4.29,19.9,36.2,77.8,54.4,7,51.9,55.9,100.5,56.2,122.34,112.76
POR,PORvs.CLE,01/16/19,W,48,137.2,119.1,18.1,59.6,7,20.9,27.9,71.2,51.6,4.3,61.8,65.1,94,58.7,117.56,109.14
POR,POR@SAC,01/14/19,L,48,108.1,115,-6.9,59.5,1.57,15.7,32.2,69.6,48.6,14.1,45.7,51.1,99.5,42.8,119.86,108.1
POR,POR@DEN,01/13/19,L,48,116.5,120.8,-4.3,62.5,2.78,18.5,26.5,84.2,51.7,9.3,52.3,57.8,96.5,48.6,117.52,105.28
POR,PORvs.CHA,01/11/19,W,48,128.3,98,30.3,59.6,3.44,22.5,21.4,75,52,9.1,64,65.5,98.5,65.6,111.86,104.8
POR,PORvs.CHI,01/09/19,W,48,121.6,110.9,10.7,59.6,1.75,20.1,24.3,74.5,53.4,15.7,63.3,67.2,101.5,58.3,111.66,100.38
POR,PORvs.NYK,01/07/19,W,48,113.3,101,12.3,62.5,1.67,18.2,28,73.2,51.9,15.3,53.5,56.8,99,55.1,110,103.18
POR,PORvs.HOU,01/05/19,W,48,119.6,109.8,9.8,62.8,3,19.3,40.7,76.1,57,9.8,50.5,53.5,92,58.4,105.9,100.86
POR,PORvs.OKC,01/04/19,L,48,104.8,106.7,-1.9,73.2,2.5,20.4,26.8,74.5,50.5,11.5,47.9,52.3,104,52.6,104.14,102.68
POR,POR@SAC,01/01/19,W,53,100,95.6,4.4,56.4,1.16,15,22.2,68.5,48.8,16.8,48.3,54.7,102.34,56.8,105.74,104.64
POR,PORvs.PHI,12/30/18,W,48,120.6,88.8,31.8,57.1,1.33,19.4,25.6,80.3,60,19.6,66.3,68.6,107,69.4,99.98,111.62
POR,PORvs.GSW,12/29/18,L,48,105,115,-10,46.2,1.38,13.5,27.8,86.4,54.1,13,47.8,52.1,100,42.1,100.74,109.06
POR,POR@GSW,12/27/18,W,53,99.1,98.2,0.9,52.6,1.33,13.3,27.9,70.3,48.5,13.5,42.4,47.8,100.53,44.3,106.36,114.32
POR,POR@UTA,12/25/18,L,48,96,115.8,-19.8,57.1,1.67,14.9,24.1,72.1,44.6,12,44.4,47.8,100.5,37.6,113.02,116.06
POR,PORvs.DAL,12/23/18,W,53,108,105.4,2.7,59.2,2.9,19.1,21.4,76.9,51.2,8.9,52.4,54.3,101.43,55.6,108.72,114.34
POR,PORvs.UTA,12/21/18,L,48,91.8,123.7,-31.9,48.6,1.21,13,28.6,73.8,48,14.3,46,47.4,97.5,34,112.96,113.22
POR,PORvs.MEM,12/19/18,W,48,108.8,102.2,6.6,45.7,0.76,13,39,76.1,58.6,23.1,54,59.1,90.5,49.2,113.14,113.36
POR,POR@LAC,12/17/18,W,48,127.2,124.5,2.7,55.3,2.36,18.7,25,69.8,48.2,10.7,60.5,65.7,102.5,49.4,109.3,105.84
POR,PORvs.TOR,12/14/18,W,48,129.3,124.5,4.8,60.4,3.63,20.3,34,80,53.7,8.1,58,62,98.5,55.1,103.64,102.5
POR,POR@MEM,12/12/18,L,48,86.5,96.8,-10.4,46.9,1.07,12.2,23.2,77.4,49.5,14.6,40.2,44.1,95.5,44.5,109.7,109.34
POR,POR@HOU,12/11/18,L,48,113,118.1,-5,52.6,1.43,15.4,36,70.8,53.1,15.2,49.4,54,93,44.8,110.44,109.5
POR,PORvs.MIN,12/08/18,W,48,109.7,102.9,6.8,59,1.15,16.1,35.4,75.5,56.4,19.4,53,58.7,102.5,54.3,112.22,111.78
POR,PORvs.PHX,12/06/18,W,48,108,86.9,21.1,58.5,1.41,17.1,35.4,74.1,56.6,17,53.5,55.7,99.5,64.9,111.46,115.84
POR,POR@DAL,12/04/18,L,48,101,107.8,-6.8,52.6,1.05,15.2,24.5,67.9,47.6,18.8,49.4,54.2,102,43.7,110.86,119.28
POR,POR@SAS,12/02/18,L,48,116.8,131,-14.2,55.6,1.47,18.1,29.3,82.9,53.9,16.8,59.3,63.4,100.5,43,106.02,119.56
POR,PORvs.DEN,11/30/18,L,48,116.7,118.9,-2.3,42.2,1.36,14.8,31.8,69.2,52.1,14.6,56.5,59.4,95.5,49,107,119.28
POR,PORvs.ORL,11/28/18,W,48,118.6,114.3,4.3,64.9,2,17.5,30.8,87.5,55.4,12.4,54.7,58,97.5,48.4,105.94,116.98
POR,PORvs.LAC,11/25/18,L,48,104.2,107.2,-3,42.9,1.5,13.7,30.4,75.4,53.1,12.5,47.4,49.3,96.5,46.1,104.3,117.72
POR,POR@GSW,11/23/18,L,48,98,125,-27,57.9,1.69,15.9,28.3,75,47,13.1,45.7,47.2,99.5,34,107.2,116.96
POR,POR@MIL,11/21/18,L,48,92.6,132.4,-39.8,38.2,0.76,9.6,22.6,61.5,40.4,15.7,41.4,47.5,108,28.2,109.3,109.86
POR,POR@NYK,11/20/18,W,48,121.6,117.5,4.1,55.6,2.08,17.9,34,72.7,51.5,12.4,55.8,57.6,97,48.9,108.9,107.78
POR,POR@WAS,11/18/18,W,48,113.3,102.8,10.5,66.7,1.73,18.3,22.4,76.3,51.9,14.3,51.7,58.7,105.5,57.6,110.56,108.68
POR,POR@MIN,11/16/18,L,48,96,110.9,-14.9,43.2,0.89,12.1,30.2,77.6,52.9,18,46.6,49.6,100.5,38.6,113.78,102.7
POR,POR@LAL,11/14/18,L,48,112.5,121.2,-8.7,58.5,1.6,16.8,27.8,72.5,49.5,14.4,51.6,56.7,104,45.9,111.46,99.38
POR,PORvs.BOS,11/11/18,W,48,103.1,96.9,6.2,56.4,1.05,16.4,33.3,71.9,54.3,21.6,53.5,55.3,97,54.7,115.74,102.88
POR,PORvs.LAC,11/08/18,W,48,119.6,107.1,12.4,45,2.57,13.3,36.2,80,56.5,7.2,46.4,53.1,97.5,54.1,113.04,98.8
POR,PORvs.MIL,11/06/18,W,48,121.6,107.3,14.4,47.9,1.92,17.4,26.1,75.5,52.5,12.4,62.1,62.4,96.5,58.1,110.64,96.92
POR,PORvs.MIN,11/04/18,W,48,112.1,81,31.1,39.5,0.88,11.2,40.8,75.8,60.9,17.2,48.3,55.5,99.5,71.6,110.2,104.72
POR,PORvs.LAL,11/03/18,L,48,100.9,104.6,-3.7,45.5,1.43,13.5,31.3,77.3,50,12.8,45.2,48.4,109,45,116.42,107.3
POR,PORvs.NOP,11/01/18,W,48,124.5,114.4,10.1,59.1,1.86,18.1,28.3,69.5,51.4,13.2,60.9,65.6,105,55.7,112.02,105.42
POR,POR@HOU,10/30/18,W,48,106.1,86.7,19.4,44.7,0.85,13.2,32.6,67.6,54.4,20.4,52.5,57.7,98,68.6,116.28,110.82
POR,POR@IND,10/29/18,W,48,109.6,97.9,11.7,50,1.06,15.3,26.8,71.9,53.1,19.1,55.1,59.9,94.5,58.1,117.02,112.12
POR,POR@MIA,10/27/18,L,48,109.9,120,-10.1,37.8,1.56,11.2,20.8,64.9,43.6,8.9,48.9,55.3,100.5,45,121.24,115.6
POR,POR@ORL,10/25/18,W,48,132,117.5,14.4,50,2.18,18,28.6,73.3,51.7,11.3,61.5,65,97,54,118.72,117.2
POR,PORvs.WAS,10/22/18,L,53,102.5,105,-2.6,51.2,1.1,13.3,38.2,82.4,60.3,16.5,44.9,51,108.68,52,116.88,118.66
POR,PORvs.SAS,10/20/18,W,48,127.4,113.7,13.7,53.3,2,18.8,25,70,52,12.6,62.5,65.5,95,57.6,115.04,116.94
POR,PORvs.LAL,10/18/18,W,48,113.3,104.4,8.9,47.7,1.24,13.8,31,82.4,55,15,50.5,56.8,113.5,51.9,113.8,122.32
SAC,SAC@POR,04/10/19,L,48,131,137.4,-6.4,50,2.5,17.9,34,61,46.6,10,61.5,63.6,99.5,48,111.38,117.4
SAC,SACvs.NOP,04/07/19,L,48,119.4,125.5,-6,54,4.5,17.6,31.1,67.3,47.3,5.6,53.2,55.4,107,48,110,117.36
SAC,SAC@UTA,04/05/19,L,48,93.3,112.3,-18.9,44.7,0.94,12.3,30.4,80,52.5,17.1,44,47.6,105.5,35.2,113.82,117.94
SAC,SACvs.CLE,04/04/19,W,48,118.2,105.1,13.1,58.3,4,20.7,19.2,75,43.5,7.1,56.7,57.7,99,54.9,117.06,122.66
SAC,SACvs.HOU,04/02/19,L,48,107.1,131.3,-24.2,45.2,1.73,14.1,32.1,80,54.7,11.2,47.9,50.6,98.5,40.4,115.84,117.54
SAC,SAC@SAS,03/31/19,W,48,118.9,112.8,6.2,51.3,1.67,15.9,27.3,67.9,49.5,12.6,54.9,60.5,94.5,55.7,114.24,115.78
SAC,SAC@HOU,03/30/19,L,48,112.5,125.3,-12.8,66.7,2.33,19.7,33.3,78.3,54,12.5,52.7,53.7,95.5,47.3,114.94,111.12
SAC,SAC@NOP,03/28/19,L,48,112.4,115.2,-2.9,59.6,2.33,19.9,18.4,79.2,48.5,11.4,54.7,57.8,105,48.7,114.86,111.08
SAC,SAC@DAL,03/26/19,W,48,134.4,128.7,5.7,61.4,3.86,19.9,34,69.2,50,7.5,56.3,61.8,93.5,50.5,113.52,105.34
SAC,SAC@LAL,03/24/19,L,48,101,105.7,-4.8,69.2,3.38,17.9,27.1,71.4,45.4,7.6,44.2,46.4,105,44.9,115.46,108.32
SAC,SACvs.PHX,03/23/19,W,48,110.9,104,6.9,64.1,1.79,17.5,34.5,74.1,54.1,13.9,51.6,55.1,100,53.2,115.1,110.42
SAC,SACvs.DAL,03/21/19,W,48,116,102,14,58.5,2,17.3,28.8,78.3,55.4,12,54.6,58.4,99,61.2,112.44,111.82
SAC,SACvs.BKN,03/19/19,L,48,112,115,-2.9,51,1.19,16.6,38,69.4,53.5,19.4,56.3,58.3,107.5,48.2,110.86,107.8
SAC,SACvs.CHI,03/17/19,W,48,127.7,100,27.7,51.9,2.33,18.8,40.8,69.1,55.8,11.9,56.3,58.6,101.5,63.7,106.48,109.78
SAC,SAC@PHI,03/15/19,L,48,110.7,120.6,-9.9,53.5,2.56,16.3,27.8,71.7,48,8.7,50.5,54.5,102.5,41.3,105.84,106.04
SAC,SAC@BOS,03/14/19,L,48,109.1,114.5,-5.5,64.6,3.1,20.8,15.1,77.4,46.2,9.1,56.3,57.1,110,47.5,105.4,106.12
SAC,SAC@WAS,03/11/19,L,48,102.7,109,-6.3,68.3,1.75,18.4,22.6,83.7,52,14.3,50,54.7,111.5,46.2,108.38,107.82
SAC,SAC@NYK,03/09/19,W,48,104.1,94.9,9.1,44.4,2.29,12.4,23.8,72.1,47.6,7.1,44.2,48.7,98.5,55.3,106.32,108.66
SAC,SACvs.BOS,03/06/19,L,48,105.8,109.9,-4.1,57.5,1.28,17,20.9,87.5,53,17.5,58.1,60.8,102,48.5,106.8,107.78
SAC,SACvs.NYK,03/04/19,W,48,107.5,101.9,5.6,71.8,2,19.6,18.8,76.5,48.5,13.1,53.6,59,106.5,57.3,107.26,109.92
SAC,SACvs.LAC,03/01/19,L,48,106.9,114.9,-8,65.9,3.38,19.3,22.2,66.7,45,7.8,47.3,52.4,101.5,50.8,107.94,109.8
SAC,SACvs.MIL,02/27/19,L,53,117.6,117.5,0.1,56.6,3.75,17.8,30.4,75,51.2,6.7,50,53.4,108.23,46.9,106.28,105.92
SAC,SAC@MIN,02/25/19,L,48,93.8,99.1,-5.4,54.1,1,13.3,29,81.8,50.9,17.9,43.7,48.7,112.5,40.4,107.32,104.74
SAC,SAC@OKC,02/23/19,W,48,108.2,105.5,2.7,54.5,2.67,16.6,19.6,65.7,44.7,8.2,49,53.1,110,57.1,105.88,109.04
SAC,SAC@GSW,02/21/19,L,48,109.8,112.6,-2.8,53.5,1.77,15.1,28.3,79.2,52.2,11.6,48.5,54,111.5,46.8,109.06,108.92
SAC,SAC@DEN,02/13/19,L,48,110.3,114.3,-4,71.4,2.5,20,24.1,64.3,44.5,11.2,51.1,56,106,49.8,109.34,107.24
SAC,SACvs.PHX,02/10/19,W,48,109.3,98.1,11.2,68.4,2.17,18.1,22.6,70.2,47.3,11.2,50.6,56.6,106.5,61.6,112.48,108.74
SAC,SACvs.MIA,02/08/19,W,48,99,93.2,5.8,48.6,1.29,13.3,25,72.7,48.6,13.6,46.1,50.5,103,53.1,113.66,113.78
SAC,SACvs.HOU,02/06/19,L,48,101,127,-26,53.8,0.95,14.7,40.4,63.6,51.8,22,48.9,50.6,100,39.1,113.06,107.58
SAC,SACvs.SAS,02/04/19,W,48,125.7,112,13.7,52,3.25,18.8,25.6,70.2,51,7.9,62.8,63.4,100.5,59.3,108.5,108.26
SAC,SACvs.PHI,02/02/19,W,48,111.7,105.9,5.8,52.4,1.38,15.5,34.6,70.4,52.8,15.5,51.6,56.1,102.5,55,104.42,111.2
SAC,SACvs.ATL,01/30/19,W,48,125,105.6,19.4,66.7,2.57,22.5,36.2,74.5,56.1,13,60.1,62.4,107.5,61.6,101.1,111.34
SAC,SAC@LAC,01/27/19,L,48,104.9,118.4,-13.6,48.6,1.5,13,31.6,62.5,45.7,11.7,44.1,50.8,103,41.2,99.32,110.46
SAC,SAC@MEM,01/25/19,W,48,98,96,2,62.2,1.21,16.2,32.1,78.7,53.4,18.8,47.3,50.3,100.5,47.7,102.72,112.88
SAC,SAC@TOR,01/22/19,L,48,102.9,115.4,-12.4,70.7,2.07,20.1,25.5,62.1,45,13.7,48.9,52.1,103,47.5,103.36,109.4
SAC,SAC@BKN,01/21/19,L,48,91.3,120.6,-29.3,66.7,1.86,18.4,21.1,63,39.8,13.6,47.3,48,102.5,35,107.28,105.48
SAC,SAC@DET,01/19/19,W,48,108.4,106.3,2.1,75,2.31,21.3,31.4,66,48,13.7,50.6,53.1,95,53.2,106.54,105.92
SAC,SAC@CHA,01/17/19,L,48,96,114,-18,71.8,1.56,19.9,26.9,68,47.1,18.2,50.6,50.7,99.5,40.2,107.9,100.88
SAC,SACvs.POR,01/14/19,W,48,115,108.1,6.9,55.8,1.85,17.5,30.4,67.8,51.4,13,55.2,58.9,99.5,57.2,110,105.44
SAC,SACvs.CHA,01/12/19,W,48,106.1,98,8.1,65.9,2.45,19,27.9,64.9,45.8,11.2,48.5,49.9,98.5,52.8,111.84,109.48
SAC,SACvs.DET,01/10/19,W,48,110.9,101,9.9,65.9,1.45,20,34.1,78,57.4,19.8,56.4,59.1,101,56.6,108.78,109.28
SAC,SAC@PHX,01/08/19,L,48,104.7,108.5,-3.8,68.4,1,17.7,33.3,73.3,53.3,24.5,56.9,59.8,106,45.6,109.98,110.62
SAC,SACvs.ORL,01/07/19,W,48,102.8,88.8,14,53.3,2.67,16.9,19.3,87.7,53.5,8.3,51,52,107.5,61.4,111.7,114.74
SAC,SACvs.GSW,01/05/19,L,48,125.5,130.9,-5.4,73.9,4.25,23.3,29.4,68.1,48,8.2,57.7,59.6,97.5,49.4,108.46,112.08
SAC,SACvs.DEN,01/03/19,L,48,115.3,118.2,-2.9,55.6,3.13,19.2,14.3,60.8,38,8.2,57.2,58.5,98.5,48.1,107.78,110.1
SAC,SACvs.POR,01/01/19,L,53,95.6,100,-4.4,54.5,1.85,15.1,31.5,77.8,51.2,11.5,43,44.9,102.34,43.2,110.36,111.4
SAC,SAC@LAL,12/30/18,L,48,110.7,115.2,-4.6,52.2,1.71,17.6,18,66.1,43.4,13.6,55.3,56.8,104,46.6,108.4,112.14
SAC,SACvs.LAL,12/27/18,W,48,111.4,109.4,2,55.6,1.67,16.7,34.5,73.3,51.5,14.3,49.5,53.1,105.5,48.7,105.56,114.48
SAC,SAC@LAC,12/26/18,L,48,109.3,117.6,-8.3,53.1,2,17.1,32.1,68.8,49,12,51.9,53.3,108,46.3,106.34,112.08
SAC,SACvs.NOP,12/23/18,W,48,111.9,108.3,3.6,61.9,2.89,17.2,26.2,75.5,48.3,8.3,49,53.3,108.5,49.4,105.7,112.84
SAC,SACvs.MEM,12/21/18,W,48,108.5,106.5,2.1,75.8,2.5,18.2,31,81.4,52.5,10.6,46,50.6,93.5,50.1,111.92,117.54
SAC,SACvs.OKC,12/19/18,L,48,100.9,118.9,-18,71.8,2.15,18.5,18,61.4,39,11.6,48.9,52.5,111.5,42.7,113.34,111.56
SAC,SAC@MIN,12/17/18,L,48,97.2,121.1,-23.9,52.6,1.33,14.7,14,68.8,39,13.9,50,52.4,108.5,30.5,113.7,109.4
SAC,SAC@DAL,12/16/18,W,48,113.2,105.6,7.6,43.5,2.22,14.5,22.6,70,47.8,8.5,51.5,55.9,106.5,52.2,117.38,110.72
SAC,SACvs.GSW,12/14/18,L,48,108.7,112.1,-3.4,73.3,2.54,21.3,13.2,69.1,41.7,11.3,54.7,58.4,115.5,47.7,119.32,108.5
SAC,SACvs.MIN,12/12/18,W,48,139.6,130,9.6,68,3.09,23.3,31,63.8,48.3,10.9,69.2,70.4,100.5,54.3,112.14,103.26
SAC,SAC@CHI,12/10/18,W,48,108,89,19,70,1.56,19.7,30.6,76.2,51.6,18,54.5,57.1,100,61.5,114.26,111.8
SAC,SAC@IND,12/08/18,L,48,99,110.3,-11.3,63.2,1.71,17.4,30.2,60.4,45.3,14.3,47.2,50.2,97.5,44.9,114.64,113.7
SAC,SAC@CLE,12/07/18,W,48,131.6,112.2,19.4,55.4,3.44,21.8,31.8,73.2,51.8,9.2,63.8,63.8,98,59.1,110.42,113.76
SAC,SAC@PHX,12/04/18,W,48,118.4,101,17.5,60,2.08,19.1,26.2,66.7,48.4,12.6,60.1,62.2,103.5,59.6,111.28,115.78
SAC,SACvs.IND,12/01/18,W,48,103.7,103.8,0,61,1.25,17,32.1,78.6,52.6,18.7,52.2,54.6,106.5,47.9,111.82,115.38
SAC,SACvs.LAC,11/29/18,L,48,118.6,131.7,-13.1,56.5,2.36,17.8,39.2,77.3,56.8,10.8,51.6,56.3,101.5,45.2,109.44,114.18
SAC,SACvs.UTA,11/25/18,L,48,100.9,119.8,-18.9,50,1.18,14.4,17.4,61.7,39.8,15.3,52.4,56.8,111,40.3,109.86,112.62
SAC,SAC@GSW,11/24/18,L,48,110.5,112.5,-2,66.7,3.5,18.8,26.7,75.5,48.6,7.6,49,52.8,104.5,47.3,108.78,110.54
SAC,SAC@UTA,11/21/18,W,48,122.7,111.1,11.6,57.4,2.45,20,23.4,71.9,50,11.3,59,61.1,98,54.4,100.94,108.12
SAC,SACvs.OKC,11/19/18,W,48,106.4,101.8,4.6,64.4,1.93,18.7,26.7,71.2,50,13.6,52,53.4,110.5,55.8,101.86,108.32
SAC,SAC@HOU,11/17/18,L,48,106.7,125.7,-19,50,1.64,15.9,32.1,73,48.4,13.3,50.5,52.2,105,39.5,100.72,104.9
SAC,SAC@MEM,11/16/18,L,48,103,112,-9,62.2,1.1,16.8,30.4,74.5,52.7,20.8,53.8,57.4,100.5,45.9,99.94,108.22
SAC,SACvs.SAS,11/12/18,W,48,105.1,102.1,3,62.8,2.08,20.1,19.6,76.5,49.5,13.1,56.4,57,98,53.7,105,108.16
SAC,SACvs.LAL,11/10/18,L,48,83.5,99,-15.5,34.4,0.58,8.5,28.6,65.1,46.8,18.4,38,42.7,102.5,36.2,108.88,107.4
SAC,SACvs.MIN,11/09/18,W,48,111,102.8,8.2,58.1,1.92,16.8,26.8,67.8,47.8,11.9,51.6,56.1,108,55.3,109.04,107.38
SAC,SACvs.TOR,11/07/18,L,48,101,108.6,-7.6,64.3,1.8,19.6,14.6,63.3,39.2,14.4,52.3,54.7,104.5,45.2,110.32,106.22
SAC,SAC@MIL,11/04/18,L,48,99.1,128.6,-29.5,57.1,1.6,16.6,18.3,72.5,43.2,13.6,51.6,52.1,111,33.7,109.52,98.54
SAC,SAC@ATL,11/01/18,W,48,130.4,101.8,28.6,71.7,2.71,23.3,27.1,72,50,12.5,61.2,65.1,112.5,64.1,105.62,103.14
SAC,SAC@ORL,10/30/18,W,48,102.9,95.2,7.7,53.7,1.47,16.4,18.4,73.3,48.6,14.4,53.6,56.1,104,54.5,108.86,105.52
SAC,SAC@MIA,10/29/18,W,48,111.8,102.7,9.1,58.3,2,18.4,25.9,69,48.2,12.7,55.7,56.9,110,54.7,109.54,111.12
SAC,SACvs.WAS,10/26/18,W,48,107.4,102.8,4.7,56.8,1.32,16.9,29.6,79.6,53.4,17.6,53.7,55.2,108.5,53.8,109.92,113.56
SAC,SACvs.MEM,10/24/18,W,48,95.1,90.2,4.9,54.3,1.12,14,29.1,76.7,53.9,16.7,45.8,49.7,102,57.4,112.54,114.7
SAC,SAC@DEN,10/23/18,L,48,110.9,124.8,-13.9,64.4,1.81,20.6,23.4,62.5,43.2,15.8,59.9,59.1,101,44.2,113.22,108.1
SAC,SAC@OKC,10/21/18,W,48,119.1,107.1,11.9,56,1.4,18.7,26.1,60.6,46.4,18.2,60.4,63.4,111,58.6,116.28,110.02
SAC,SAC@NOP,10/19/18,L,48,115.2,130.7,-15.5,48,1.85,16.6,18,69.6,42.7,11.6,57.3,60,113,41.2,111.72,108.18
SAC,SACvs.UTA,10/17/18,L,48,109.3,115,-5.6,34.7,1.89,13,14.3,79.5,45.2,8.4,55.3,56.8,107,44.7,112.58,106.94
SAS,SASvs.DAL,04/10/19,W,48,108.2,95.9,12.3,53.7,2,16.9,22.9,83.9,55.8,11.3,51.1,54.7,97.5,56.4,113.5,111.54
SAS,SAS@CLE,04/07/19,W,48,114.3,91.8,22.4,62.8,1.5,19.7,31.7,74.5,55.4,18.4,57.9,61.1,98,65.2,115.06,115.86
SAS,SAS@WAS,04/05/19,W,48,134.4,116.7,17.7,66.7,3.78,23.6,34.1,71.7,54,9.4,61.5,64.6,96,59.2,109.28,115.24
SAS,SAS@DEN,04/03/19,L,48,92.4,121.5,-29.1,48.4,1.36,12.6,22.6,65.1,41.7,12,41.4,46.2,92.5,33.6,114.52,110.74
SAS,SASvs.ATL,04/02/19,W,48,113.6,108.8,4.8,54.8,1.35,17.4,17.1,77.2,52,16.5,61.3,65.2,102.5,53.5,113.02,111.18
SAS,SASvs.SAC,03/31/19,L,48,112.8,118.9,-6.2,54.5,2.18,17.8,32.1,72.7,50.5,11.7,51.1,52.9,94.5,44.3,112.34,110.32
SAS,SASvs.CLE,03/28/19,W,48,122.1,113.4,8.7,60,2.45,20.8,18.6,62.5,41.8,11.6,61.2,62.7,96,55.2,110.34,109.52
SAS,SAS@CHA,03/26/19,L,53,105.5,113.6,-8.2,54.5,1.85,15.5,33.8,80.7,55.7,11.8,46.8,49.5,99.62,43.3,110.84,107.4
SAS,SAS@BOS,03/24/19,W,48,118.6,99,19.6,64,4,22.5,27.1,73.7,52.4,8.2,55.1,56.6,97,59.2,109.82,105.08
SAS,SAS@HOU,03/22/19,L,48,106.1,111,-4.9,65.9,2.45,20,18.4,78.2,50,11.1,49.4,53.9,99.5,53.4,111.94,104.98
SAS,SASvs.MIA,03/20/19,L,48,109.4,114.6,-5.2,78.9,3.75,21.9,20.8,78.7,48,8.3,51.1,54,96,49.3,114.02,104.64
SAS,SASvs.GSW,03/18/19,W,48,112.1,109.4,2.7,48.8,2,15.3,24,79.2,51,10.1,52.3,56.8,97.5,52.4,112.74,102.76
SAS,SASvs.POR,03/16/19,W,48,108,103,5,45.9,1.7,14,9.3,70,44.7,10,51.9,58.6,100,56.1,113.04,103.84
SAS,SASvs.NYK,03/15/19,W,48,113.5,87.4,26.2,66,3.1,23,21.4,77.4,52.6,10.4,57.4,59,95.5,66.3,112.86,106.36
SAS,SAS@DAL,03/12/19,W,48,116.7,110.5,6.1,60.5,2.17,19.8,23.1,72.9,50.6,12.5,57.3,62.3,95.5,58.4,111.86,104.04
SAS,SASvs.MIL,03/10/19,W,48,119.8,112.9,6.9,49,4.8,17.8,24.5,81.3,51.5,5,55,56.8,101,53.3,105.08,101.86
SAS,SAS@ATL,03/06/19,W,48,105.7,100,5.7,61.4,1.69,19.3,18.8,78.3,51.9,15.2,55.1,57.3,104.5,55.6,107.78,108.4
SAS,SASvs.DEN,03/04/19,W,48,109.5,108.4,1.1,65.9,3,20.6,21.7,72.2,49,9.5,52.9,55.7,95,54.9,108.38,110.24
SAS,SASvs.OKC,03/02/19,W,48,112.6,100,12.6,33.3,1.36,11.5,27.1,77.8,53.9,10.7,53.8,56.9,102.5,56.9,107.9,112.08
SAS,SASvs.DET,02/27/19,W,48,111.7,98.9,12.8,57.1,2,19.2,16.7,73.8,51.4,12.8,57.4,59.3,94,62.7,106.78,117.3
SAS,SAS@BKN,02/25/19,L,48,85.9,102,-16.2,40,1.27,11,24.2,85.1,50.5,11.1,38.5,42,99,39.1,113.44,122.3
SAS,SAS@NYK,02/24/19,L,48,119.2,132.7,-13.5,42.9,2.57,13.5,29.6,71.2,50,7.1,47.9,54.8,98.5,46.5,109.4,123.14
SAS,SAS@TOR,02/22/19,L,48,112.5,117.6,-5.1,62.8,1.93,19.1,23.9,71.4,50,13.5,55.1,59.3,103,51.8,109.3,124.76
SAS,SAS@MEM,02/12/19,W,48,110.2,109.2,1,63.9,2.88,17.4,20.8,70.2,44,8.2,49.4,54.7,98,50.4,109.64,123.9
SAS,SAS@UTA,02/09/19,L,48,106.1,125,-18.9,60,2.67,18.5,13.7,71.7,41.2,9.1,48.9,53.7,99.5,41.2,110.28,120.4
SAS,SAS@POR,02/07/19,L,48,119.2,127,-7.8,39.6,1.06,14.3,33.3,81,56.3,18.2,59.3,60.7,99.5,42.5,111.14,119.56
SAS,SAS@GSW,02/06/19,L,48,99,136.9,-37.9,68.6,1.33,17.9,15.2,64.3,38.6,17.5,50.6,56.5,103,32,117.22,115.74
SAS,SAS@SAC,02/04/19,L,48,112,125.7,-13.7,42.9,2,13.3,29.8,74.4,49,9,47.4,52.2,100.5,40.7,119.06,112.96
SAS,SASvs.NOP,02/02/19,W,48,111.9,104.9,7,65.9,2.64,20.7,20.4,81.1,52,10.9,52.7,56.5,102,52.8,120.92,116.88
SAS,SASvs.BKN,01/31/19,W,48,109.3,107.5,1.8,57.5,2.56,15.6,29.5,80.8,53.1,8.4,46,51.9,106.5,48.7,117.88,115.98
SAS,SASvs.PHX,01/29/19,W,48,123.5,122.8,0.8,61.7,2.64,19.5,35.2,85.3,54.5,10.8,54.5,57.9,101.5,48.3,116.38,114.02
SAS,SASvs.WAS,01/27/19,W,48,129.4,117.8,11.6,63.3,1.94,21.4,31.6,79.2,59.3,15.7,66.3,69.3,101.5,57,114.36,113.42
SAS,SAS@NOP,01/26/19,W,48,121.2,111.8,9.4,63.8,3,20.7,26.7,78.6,55.4,9.6,57.7,61.8,103,56.7,110.12,114.04
SAS,SAS@PHI,01/23/19,L,48,121.2,124.5,-3.3,51.1,1.6,18.5,19.4,69.6,47.6,15.2,65.2,67.7,98.5,48.5,107.22,112.38
SAS,SASvs.LAC,01/20/19,L,48,94.1,103,-8.9,53.8,1.17,15.9,22.4,84,53.5,17.8,51.2,51.9,100.5,45.5,113.64,115.88
