Team1,T1_OR5,T1_DR5,Team2,T2_OR5,T2_DR5,Spread,TScore
LAC,113.86,109.94,PHX,109.6,114.1,16,214
LAC,115.4,110.86,POR,104.3,117.72,4,204
LAC,116.06,111.94,MEM,109.2,101.4,5,219
LAC,115.68,110.08,WAS,110.7,107.28,-7,243
LAC,114,112.16,ATL,95.7,109.06,8,246
LAC,112.56,110.6,BKN,108.02,112,8,246
LAC,113.82,108.22,SAS,101.26,106.94,5,227
LAC,113.14,110.1,GSW,117.94,110.54,5,237
LAC,110.9,111.24,MIL,118.04,108.4,2,254
LAC,114.66,106.4,POR,113.04,98.8,-11,221
LAC,116.26,106.3,MIN,100.7,114.78,11,229
LAC,112.98,109.02,ORL,102.6,111.16,25,215
LAC,114.86,108.82,PHI,106.1,108.18,-9,235
LAC,116.6,104.18,OKC,99.54,106.36,-18,238
LAC,110.08,105.68,WAS,107.06,112.6,32,240
LAL,106.46,106.78,POR,113.88,108.74,-3,205
LAL,109.48,107.76,UTA,115.7,102.06,4,222
LAL,107.1,108.88,LAC,113.22,110.88,5,239
LAL,113.36,107.94,GSW,123.4,105.3,-18,198
LAL,114.3,104.8,OKC,109.76,111.96,-16,222
LAL,110.66,107.4,NOP,103.56,113.68,28,232
LAL,103.04,105.64,CHA,117.04,113.2,14,244
LAL,107.12,106.94,UTA,119.9,99.62,-15,215
LAL,103.32,109.78,WAS,112.96,118.4,18,230
LAL,100.68,110.32,SAC,115.46,108.32,5,217
LAL,105.04,110.36,BKN,103.74,104.1,-5,217
LAL,107.52,112.18,MIL,116.08,109.3,-14,216
LAL,104.26,111.82,NYK,95.44,107.62,-1,247
LAL,105.66,111.54,DET,107.68,111.32,-14,208
LAL,109.18,114.88,TOR,107.34,107.18,-13,209
LAL,108.12,119.14,CHI,107.58,115.62,16,230
LAL,110.08,117.86,BOS,107.2,101.32,-13,227
LAL,109.66,115.1,DEN,107.38,103.96,-16,214
LAL,109.38,115.78,LAC,108.04,107.1,-8,218
LAL,108.7,112.28,PHX,106.92,117.36,-9,227
LAL,105.94,107.92,MIL,114.9,109.02,-11,251
LAL,105.22,112.66,NOP,105.18,110.74,6,244
LAL,110.82,116.8,MEM,106.3,109.4,-5,215
LAL,108.54,120.68,NOP,104.34,113.3,-13,243
LAL,107.4,122.88,HOU,119.38,112.28,5,217
LAL,108.62,123.04,ATL,116.86,122.6,-4,230
LAL,106.58,119.56,PHI,111.62,109.14,-23,263
LAL,104.94,115.5,BOS,118.1,104.56,1,257
LAL,106.88,111.64,IND,99.3,109.3,-42,230
LAL,107.82,113.62,GSW,118.02,107.8,-14,216
LAL,109.98,117.24,LAC,112.64,109.04,3,243
LAL,113.6,116.2,PHI,115.68,108.78,-16,226
LAL,110.62,114.76,PHX,100.78,120.48,14,218
LAL,109.44,112.08,MIN,108.74,110.44,-15,225
LAL,106.06,107.86,GSW,129.28,110.46,-19,241
LAL,106.18,104.06,HOU,117.86,112.4,-4,272
LAL,103.36,100.44,OKC,113.9,119.42,10,266
LAL,98.72,101.42,CHI,107.74,121.92,7,207
LAL,100.08,102.66,CLE,107.44,129.64,-6,196
LAL,100.34,101.22,UTA,111.7,106.32,-18,208
LAL,99.34,102.3,DET,107.82,115.3,13,213
LAL,97.62,104.92,DAL,101.04,101.8,10,204
LAL,102.96,106.62,MIN,112.74,112.8,-22,194
LAL,106.6,104.04,NYK,101.5,115.3,-7,231
LAL,109,107,OKC,107.18,102.16,-7,207
LAL,106.9,104.3,SAC,108.4,112.14,7,235
LAL,108.2,104.74,LAC,124.48,119.06,-11,225
LAL,106.14,105.52,SAC,105.56,114.48,-1,233
LAL,106.1,105.16,GSW,112.82,108.34,26,228
LAL,109.04,109.62,MEM,103.46,110.5,-8,206
LAL,109.48,111.18,NOP,107.6,111.38,8,216
LAL,111.38,107.42,BKN,119.8,113.48,-5,225
LAL,113.98,109.22,WAS,112.08,116.72,-18,238
LAL,112.86,112.26,CHA,111.32,111.08,28,228
LAL,112.14,103.86,HOU,107.62,111.86,-15,237
LAL,112.06,101.94,MIA,108.1,101.96,3,213
LAL,110,102.8,MEM,107.32,105.28,23,199
LAL,104.76,101.58,SAS,107.54,126.76,-13,253
LAL,101.92,100.6,SAS,107.62,125.56,8,234
LAL,96.76,98.6,PHX,103.48,111.86,24,216
LAL,98.4,101.4,DAL,113.8,109.68,11,217
LAL,101.1,102.6,IND,114.08,106.58,8,200
LAL,106.2,103.96,DEN,107.54,103.92,-32,202
LAL,110.24,105.7,ORL,111.1,110.5,-4,212
LAL,112.94,109.58,UTA,96.66,113.16,7,173
LAL,109.8,104.4,CLE,101.02,105.28,4,214
LAL,109.3,105.98,MIA,103.9,108.6,16,210
LAL,107.8,104.02,ORL,109.06,104.28,-13,247
LAL,104.48,101.7,POR,111.46,99.38,9,243
LAL,105.8,103.02,ATL,105.06,115.76,1,213
LAL,108.64,109.5,SAC,108.88,107.4,15,187
LAL,106.42,109.08,MIN,105.9,116.32,4,224
LAL,108.68,107.54,TOR,111.06,105.68,-14,228
LAL,112.96,109.3,POR,116.42,107.3,4,224
LAL,116.6,113.06,DAL,102.68,107.24,1,227
LAL,114.86,112.64,MIN,107.88,112.82,-4,244
LAL,115.16,113.94,SAS,114.62,117.48,-4,216
MEM,105.12,113.96,GSW,113.34,98.56,15,249
MEM,107.98,114.56,DET,100.96,110,-7,193
MEM,105.48,114.98,DAL,108.26,107.06,-2,256
MEM,103.86,112.98,DAL,111.6,109.54,10,234
MEM,105.54,111.42,POR,117.24,108.52,-27,205
MEM,109.74,112.88,LAC,118.92,111.34,-17,209
MEM,110.66,114.58,PHX,104.14,120.02,5,235
MEM,114.24,116.22,GSW,112.76,112,-15,221
MEM,113.44,121.96,OKC,103.12,109.48,12,218
MEM,114.24,118.7,MIN,105.72,121.42,-13,211
MEM,115.08,117.16,ORL,105.86,97.34,-4,242
MEM,114.38,114.46,HOU,114.66,106.2,1,251
MEM,108.44,107.96,WAS,110.34,109.2,-7,263
MEM,109.34,98.7,ATL,111.44,110.28,-21,243
MEM,109.3,100.48,ORL,107.96,109.42,8,202
MEM,106.76,99.02,UTA,108.98,104.26,10,218
MEM,104.64,99.86,POR,117.86,109.16,9,231
MEM,106.2,101.78,OKC,106.32,111.24,-4,194
MEM,105.54,109.8,DAL,107.92,115.94,30,192
MEM,106.2,110.46,CHI,113.04,112.88,-2,216
MEM,106.3,109.4,LAL,110.82,116.8,5,215
MEM,103.74,110.16,CLE,105.58,109.68,-5,219
MEM,106.48,111.1,LAC,114.32,112.78,-6,218
MEM,104.9,104.46,CHI,117.52,120.4,-12,232
MEM,103.28,104.16,SAS,109.64,123.9,-1,215
MEM,102.02,105.02,NOP,110.66,111.68,9,189
MEM,102.98,102.3,OKC,118.28,110.92,-22,212
MEM,102.1,101.24,MIN,110.04,110.78,2,214
MEM,100.66,102.58,NYK,97.34,111.28,12,180
MEM,103.2,105.94,CHA,103.8,113.9,-8,192
MEM,101.3,107.82,MIN,111.8,106.52,-2,196
MEM,100.28,112.14,DEN,127.32,107.12,-3,187
MEM,101.86,115.52,IND,114.28,104.06,3,209
MEM,102.28,117.26,SAC,102.72,112.88,-3,195
MEM,98.9,115.5,CHA,111.38,107.2,-11,225
MEM,104.22,117.7,NOP,117.02,117.8,-20,190
MEM,105.46,110.72,TOR,108.84,107.08,-29,209
MEM,101.6,110.08,BOS,112.62,110.2,-6,238
MEM,99.4,110.12,MIL,114.34,100.44,-10,212
MEM,99.82,108.36,HOU,116.56,114.56,-18,206
MEM,97.26,106.24,MIA,109.82,106.46,-4,220
MEM,98.5,111.98,SAS,118.86,104.82,10,182
MEM,100.6,111.56,NOP,121.86,113.82,-19,209
MEM,103.84,108.88,SAS,114.48,106.72,-20,196
MEM,106.1,107.72,BKN,110.24,113.8,-9,209
MEM,106.74,107.46,DET,100.74,111.66,-7,195
MEM,106.14,105.92,HOU,114.16,108.68,-12,214
MEM,103.06,104.58,BOS,111.48,114,-9,215
MEM,103.72,108.7,CLE,105,120.88,8,182
MEM,103.46,110.5,LAL,109.04,109.62,8,206
MEM,101.52,106.1,SAC,111.92,117.54,-3,201
MEM,103.08,107.94,POR,113.14,113.36,-7,191
MEM,102.62,108.6,GSW,110.86,105.02,-17,203
MEM,103.36,106.8,HOU,110.88,115.02,-8,202
MEM,100.96,101.78,MIA,103.52,105.18,-3,197
MEM,100.42,104.68,POR,109.7,109.34,9,175
MEM,101.2,102.26,DEN,108.44,109.28,-6,204
MEM,107.32,105.28,LAL,110,102.8,-23,199
MEM,106.12,105.94,NOP,116.54,107.6,4,210
MEM,106.36,109.88,LAC,116.88,110.48,10,182
MEM,109.44,111.6,PHI,117.76,110,-8,198
MEM,107.52,108.76,BKN,107.04,109.4,6,256
MEM,104.1,101.02,TOR,115.3,99.56,-8,236
MEM,105.64,99.94,NYK,115.2,116.64,-5,201
MEM,109.2,101.4,LAC,116.06,111.94,-5,219
MEM,105.64,99.28,SAS,108.14,113.82,1,207
MEM,105.92,101.14,DAL,108.94,97.06,10,186
MEM,104.86,102.32,MIN,107.38,104.98,13,187
MEM,103.72,106.36,SAC,99.94,108.22,8,216
MEM,102.26,106.18,MIL,119.12,110.42,3,229
MEM,108.1,108.36,UTA,110.08,113.48,-8,184
MEM,109.26,108.16,PHI,105.14,104.68,6,218
MEM,113.36,108.84,DEN,112.94,102.56,2,176
MEM,110.14,103.22,GSW,124.98,108.26,-16,218
MEM,107.76,98.48,PHX,99.4,115.66,-2,202
MEM,108.06,98.58,UTA,108.1,102.92,10,210
MEM,103.24,101.7,WAS,105,116.26,12,202
MIA,107.42,107.5,BKN,111.66,109.38,-19,207
MIA,104.38,106.86,PHI,111.42,112.74,23,221
MIA,104.4,104.6,TOR,118.36,104.16,-8,226
MIA,102.82,103.86,MIN,111.54,116.5,-2,220
MIA,105.56,103.98,BOS,107.92,111.24,-10,214
MIA,102.88,106.18,BOS,108.86,115.04,-5,215
MIA,105.6,109.66,NYK,101.46,123.84,8,192
MIA,107.76,111.46,DAL,116.44,115.3,6,204
MIA,108.2,106.92,ORL,115.16,97.9,-5,203
MIA,103.44,106.12,WAS,112,117.82,5,221
MIA,108.86,98.14,MIL,110.2,103.52,-29,203
MIA,106.34,101.02,SAS,114.02,104.64,5,215
MIA,110.7,103.8,OKC,100.24,102.16,9,223
MIA,109.42,105.2,CHA,107.48,112.4,18,168
MIA,112.98,105.86,MIL,114.14,107.5,-15,211
MIA,113.12,107.56,DET,112.58,107.96,34,182
MIA,117.3,108,TOR,110.68,105.14,-21,229
MIA,115.16,108.58,CLE,110.68,117.68,16,236
MIA,119.5,114.78,CHA,112.24,116.1,7,175
MIA,117.14,117.5,ATL,114.32,113.4,1,227
MIA,113.46,120.56,BKN,105.86,109.18,29,205
MIA,111.98,115.98,HOU,113.42,112.12,-3,239
MIA,104.6,112.24,GSW,112.68,114.54,1,251
MIA,105.18,112.64,PHX,102.92,115.66,-3,245
MIA,103.6,107.12,DET,117.52,110.28,-23,215
MIA,106.76,107.74,PHI,117.8,112.48,-4,208
MIA,102.38,106.92,DAL,106.82,109.24,11,213
MIA,105,109.26,DEN,118.14,122.42,-16,190
MIA,100.06,107.36,GSW,120,103.6,-2,238
MIA,103.5,107.56,SAC,113.66,113.78,-6,198
MIA,101.42,105.74,POR,116.18,107.36,10,226
MIA,104.22,110.08,IND,102.96,113.98,-7,183
MIA,103.82,108.34,OKC,117.72,109.08,-16,220
MIA,108.32,106.56,CHI,102.78,106.6,-16,194
MIA,105.82,107.2,NYK,104.6,111.08,9,203
MIA,101.08,111.04,CLE,103.96,123.06,6,194
MIA,103.64,110.12,LAC,102.8,110.08,-12,210
MIA,107.8,109.34,BOS,111.64,109.3,-8,206
MIA,105.22,110.7,CHI,105.86,124.04,14,220
MIA,102.38,111.92,DET,105.86,110.9,-5,191
MIA,108.18,109.24,MIL,113.7,108.26,-38,210
MIA,109.82,106.46,MEM,97.26,106.24,4,220
MIA,106.88,108.44,BOS,117.76,103.18,16,214
MIA,110.92,105.86,DEN,120.4,117.34,-4,202
MIA,116.3,106.56,ATL,106.02,115.44,-24,188
MIA,118.7,105.4,WAS,104.44,107.16,6,224
MIA,111.42,102.18,CLE,103.26,119.36,25,209
MIA,112.12,100.66,MIN,110.42,112.2,-9,217
MIA,109.2,101.72,CLE,102.28,114.88,24,212
MIA,109.3,100.96,TOR,108.68,112.86,-2,210
MIA,101.88,103.84,ORL,92,105.88,24,206
MIA,104.44,108,MIL,111.28,106.48,7,181
MIA,105.56,105.2,HOU,118.54,108.64,2,200
MIA,106.38,104.16,NOP,110.54,107.6,6,198
MIA,103.52,105.18,MEM,100.96,101.78,3,197
MIA,107.68,103.14,UTA,112.52,105.98,-27,195
MIA,108.1,101.96,LAL,112.06,101.94,-3,213
MIA,106,104.56,LAC,112.64,109.04,23,219
MIA,105.78,109.46,PHX,93.6,111.98,17,213
MIA,106.04,104.76,ORL,105.52,109.18,-15,195
MIA,102.78,104.52,UTA,101.58,102.76,2,202
MIA,101.56,107.62,NOP,109.94,112.84,5,207
MIA,98.32,105.94,ATL,101.78,110.72,-2,228
MIA,97.56,101.26,TOR,111.7,98.94,-10,240
MIA,100.74,108.2,CHI,93.88,109.9,7,199
MIA,104.3,110.34,BKN,109.44,116.14,-12,196
MIA,103.9,108.6,LAL,109.3,105.98,-16,210
MIA,105.98,107.52,IND,102.72,105.74,-8,190
MIA,104.82,107.7,BKN,110.76,104.98,13,227
MIA,105.62,106.76,PHI,102.74,104.7,-10,238
MIA,106.66,109.28,WAS,103.9,114.46,-6,226
MIA,107.4,110.08,IND,104.8,104.44,-8,212
MIA,111.82,113.72,SAS,109.28,100.28,7,183
MIA,112.96,110.94,DET,100.62,105.6,5,235
MIA,111.54,109.42,ATL,94.6,108.54,-5,241
MIA,110.24,105.3,CHA,114.3,113.08,-12,238
MIA,109.32,103.14,SAC,109.54,111.12,-10,236
MIL,115.08,111.12,OKC,117,111.02,-11,243
MIL,118.16,113.78,ATL,110,119.68,8,222
MIL,114.06,106.22,BKN,108.16,112.86,-5,261
MIL,116.3,105.4,PHI,110.84,116.5,6,250
MIL,117.54,102.5,BKN,110.5,109.74,10,252
MIL,114.66,101.26,ATL,108.94,113.4,-1,271
MIL,111.98,97.48,LAC,114.4,107.82,10,246
MIL,114.58,103.74,HOU,117.62,105.82,14,202
MIL,111.62,102.18,CLE,114.56,118.74,22,232
MIL,110.2,103.52,MIA,108.86,98.14,29,203
MIL,112.58,105.86,CLE,114.28,116.16,-5,209
MIL,116.08,109.3,LAL,107.52,112.18,14,216
MIL,115.88,104.38,PHI,105.96,102.68,-5,255
MIL,114.14,107.5,MIA,112.98,105.86,15,211
MIL,112.28,109.96,NOP,106.06,112.2,17,243
MIL,115.14,109.3,SAS,105.08,101.86,-7,235
MIL,113.44,110.68,CHA,107.96,110.56,17,245
MIL,114.16,112.72,IND,114.82,115.08,19,215
MIL,120.88,115.44,PHX,110.02,113.36,-9,219
MIL,119.14,112.72,UTA,112.78,108.62,-4,226
MIL,114.9,109.02,LAL,105.94,107.92,11,251
MIL,112.74,104.36,SAC,106.28,105.92,1.4,280.6
MIL,105.62,103.32,CHI,115.2,114.28,11,223
MIL,103.6,100.08,MIN,117.62,114.94,12,268
MIL,111.1,104.14,BOS,113.84,113.5,1,195
MIL,111.02,102.12,IND,116.74,97.48,9,203
MIL,114.64,105.16,CHI,121.24,118.2,13,211
MIL,118.88,103.14,ORL,110.6,108.82,-20,186
MIL,118.2,103.4,DAL,110.68,102.82,15,229
MIL,112.44,102.2,WAS,115.66,118.92,19,277
MIL,112.08,103.48,BKN,102.42,103.34,19,207
MIL,109.42,101.96,WAS,111.38,111.16,16,246
MIL,112.02,104.98,TOR,118.34,110.26,13,197
MIL,109.14,102.72,DET,100.98,103.4,10,220
MIL,111.84,97,OKC,115.9,111.34,-6,230
MIL,115.04,98.5,CHA,116.88,108.74,9,207
MIL,113.94,100.5,DAL,112.82,114.76,10,222
MIL,112.64,99.66,ORL,111.4,112.8,10,226
MIL,114.34,100.44,MEM,99.4,110.12,10,212
MIL,113.7,108.26,MIA,108.18,109.24,38,210
MIL,115.22,107.72,ATL,104.98,108.2,19,247
MIL,119.22,105.76,WAS,112.26,106.64,-7,219
MIL,121.96,107.12,HOU,117.52,113.6,7,225
MIL,121.32,106.32,UTA,114.12,105.94,12,216
MIL,118.88,100.4,TOR,105.7,112.54,-7,239
MIL,110.62,99.02,ATL,109.46,114.54,32,256
MIL,109.42,99.78,DET,98.82,107.54,23,219
MIL,108.04,99.78,BKN,105.16,107.32,14,244
MIL,107.26,100.98,NYK,102.78,116.16,16,208
MIL,109.3,102.54,NYK,107.46,117.94,14,204
MIL,111.28,106.48,MIA,104.44,108,-7,181
MIL,108.88,103.88,BOS,110.94,106.5,13,227
MIL,107.34,102.6,NOP,106.5,109.78,8,238
MIL,104.16,102.38,DET,108,111.46,3,211
MIL,102.46,99.26,CLE,111,118.98,12,216
MIL,106.56,100.54,IND,105.36,96.7,-16,210
MIL,107.7,104.12,CLE,110.88,119.6,16,200
MIL,106.76,105.06,TOR,108.2,104.18,5,203
MIL,114.28,109.28,GSW,118.88,111.74,-10,200
MIL,114.9,114.7,DET,106.02,102.12,23,207
MIL,118.08,109.56,NYK,105.8,107.62,-2,270
MIL,116.14,107,CHI,98.28,108.32,3,229
MIL,118.62,105.02,CHA,113.14,110.6,-3,217
MIL,115.26,103.42,SAS,112.02,111.02,6,264
MIL,118.24,104.38,PHX,107.74,111.1,-2,230
MIL,113.48,107.74,POR,109.3,109.86,43,243
MIL,118.2,109.28,DEN,115.88,114.12,6,202
MIL,116,113.8,CHI,94.04,102.12,19,227
MIL,119.12,110.42,MEM,102.26,106.18,-3,229
MIL,116.8,110.1,DEN,110.58,103.24,7,235
MIL,118.04,108.4,LAC,110.9,111.24,-2,254
MIL,113.84,104.42,GSW,124.28,109.72,23,245
MIL,115.32,97.38,POR,110.64,96.92,-15,221
MIL,112.16,97.2,SAC,109.52,98.54,35,253
MIL,113.86,96.42,BOS,100.7,95.8,-4,230
MIL,113.6,96.04,TOR,115.8,105.96,15,233
MIL,114.22,100.42,ORL,103.52,111.74,22,204
MIN,112.26,118.26,DEN,111.8,109.7,-4,194
MIN,114.86,118.32,TOR,117.06,106.5,-20,220
MIN,112.36,115.28,OKC,112.9,108.5,-6,258
MIN,111.54,116.5,MIA,102.82,103.86,2,220
MIN,112.18,115.32,DAL,116.26,106.48,2,218
MIN,108.6,111.12,POR,116.82,108.7,-10,254
MIN,107.76,110.92,PHI,115.72,115.72,-9,227
MIN,106.6,112.2,GSW,114.96,110.38,1,261
MIN,106.28,114.14,LAC,116.7,110.6,-11,233
MIN,105.72,121.42,MEM,114.24,118.7,13,211
MIN,106.6,118.64,CHA,106.04,115.1,-7,219
MIN,108.9,118.08,GSW,110.92,104,-10,224
MIN,111.36,121.22,HOU,107.78,101.96,-15,219
MIN,115.94,119.56,UTA,107.02,105.82,-20,220
MIN,116.9,118.08,DEN,106.74,109.94,-26,240
MIN,119.16,124.08,NYK,103.08,112.94,11,195
MIN,117.08,124.66,WAS,116.72,112.38,5,265
MIN,113.4,116.4,DET,117.1,105.26,-17,245
MIN,113.06,120.24,OKC,101.66,105.98,11,251
MIN,111.5,114.02,WAS,105,111.24,-14,256
MIN,113.26,112.48,IND,111.14,110.76,-7,237
MIN,117.1,112.82,ATL,109.04,112.26,-8,254
MIN,119.14,116.44,SAC,107.32,104.74,7,217
MIN,117.62,114.94,MIL,103.6,100.08,-12,268
MIN,118,117.68,NYK,103.62,108.78,11,219
MIN,115.56,117.32,HOU,118.7,104.78,10,232
MIN,110.32,113.6,LAC,107.24,110.02,10,250
MIN,111.12,116.48,NOP,111.54,112.12,-5,239
MIN,109.04,113.14,ORL,105.18,106.94,-10,234
MIN,110.04,110.78,MEM,102.1,101.24,-2,214
MIN,109.92,105.02,DEN,120.06,106.18,-1,213
MIN,111.8,106.52,MEM,101.3,107.82,2,196
MIN,111.74,104.46,UTA,113.68,105.94,-14,236
MIN,110.66,110.24,UTA,111.6,103.48,-4,208
MIN,108.74,110.44,LAL,109.44,112.08,15,225
MIN,109.06,116.74,PHX,105.5,114.34,27,209
MIN,111.22,118.84,PHX,103.18,113.68,2,230
MIN,109.2,112.18,SAS,108,113.08,-3,229
MIN,112.78,104.92,PHI,111.56,111.32,-42,256
MIN,113.1,108.06,NOP,126.54,110.72,4,216
MIN,113.12,109.36,DAL,102.66,100.18,-4,234
MIN,111.9,106.98,OKC,101.82,100.16,2,236
MIN,112.74,112.8,LAL,102.96,106.62,22,194
MIN,113.26,111.38,ORL,112.88,105.94,17,223
MIN,114.14,109.4,BOS,115.28,113.26,-13,217
MIN,110.68,109.1,NOP,110.18,113.32,-9,237
MIN,110.42,112.2,MIA,112.12,100.66,9,217
MIN,113.22,109.28,ATL,112.64,113.56,-3,243
MIN,108.74,111.5,CHI,104.58,102.08,25,213
MIN,112.38,117.68,OKC,108.38,100.98,2,226
MIN,113.16,114.98,SAS,122.16,96.08,-26,222
MIN,111.18,112.8,DET,107.24,110.36,-6,252
MIN,110.68,114.16,SAC,113.7,109.4,27,237
MIN,112.56,112.32,PHX,97.56,109.14,-8,206
MIN,108.36,107.76,SAC,112.14,103.26,-11,271
MIN,113.64,103.64,GSW,116.02,107.74,-8,224
MIN,114.76,102.14,POR,112.22,111.78,-8,218
MIN,113.02,100.16,CHA,109.08,109.98,17,225
MIN,114.2,101.2,HOU,121.48,118.96,12,194
MIN,113.22,98.86,BOS,115.14,105.54,-9,227
MIN,105.3,101.72,SAS,115.22,116.88,39,217
MIN,105.78,100.48,CLE,113.54,117.16,7,197
MIN,103.8,100.7,CHI,93.34,109.52,15,207
MIN,103.8,101.84,BKN,109.62,110.12,10,214
MIN,103.54,103.02,DEN,113.7,112.3,-2,204
MIN,107.38,104.98,MEM,104.86,102.32,-13,187
MIN,107.68,110.26,POR,113.78,102.7,16,208
MIN,103.88,113.64,NOP,109.6,104.78,7,207
MIN,100.44,114.64,BKN,113.16,107.98,7,233
MIN,104.5,116.48,SAC,109.04,107.38,-11,231
MIN,105.9,116.32,LAL,106.42,109.08,-4,224
MIN,100.7,114.78,LAC,116.26,106.3,-11,229
MIN,105.5,114.98,POR,110.2,104.72,-30,192
MIN,106.48,110.82,GSW,128.18,110.82,-17,215
MIN,106.58,112.46,UTA,107.72,102.14,3,253
MIN,107.88,112.82,LAL,114.86,112.64,4,244
MIN,113.1,112.74,MIL,111.08,103.76,-30,220
NOP,112.06,116.96,GSW,119.84,97.12,-9,215
NOP,108.02,116.08,SAC,110,117.36,4,262
NOP,102.78,115,PHX,109.8,119.78,-7,259
NOP,100.04,115.76,CHA,109.74,122.16,-6,224
NOP,103.56,113.68,LAL,110.66,107.4,-28,232
NOP,102.82,114,SAC,114.86,111.08,3,239
NOP,103.12,114.46,ATL,106.36,112.62,-10,250
NOP,104.02,113.92,HOU,114.46,106.48,-23,203
NOP,107.9,115.44,ORL,105.64,100.34,-23,215
NOP,104.24,116.36,DAL,111.38,113.2,4,254
NOP,101.2,114.86,PHX,105.16,107.92,-2,274
NOP,103.3,114.26,POR,116.7,111.4,-12,232
NOP,106.06,112.2,MIL,112.28,109.96,-17,243
NOP,106.54,108.3,ATL,109.02,111.26,-12,244
NOP,110.38,108.96,TOR,107.8,109.56,-23,231
NOP,110.42,107.3,UTA,112.68,106.8,-10,218
NOP,110.02,105.16,UTA,113.52,107.22,3,227
NOP,108.74,108.22,DEN,109.76,101.9,8,232
NOP,110,110.52,PHX,105.82,116.22,14,246
NOP,105.18,110.74,LAL,105.22,112.66,-6,244
NOP,105.02,112.16,PHI,117.42,112.52,-1,221
NOP,104.34,113.3,LAL,108.54,120.68,13,243
NOP,109.52,114.56,IND,115.38,97.9,-15,237
NOP,106.04,112.5,OKC,116.66,108.56,9,253
NOP,109.6,111.52,ORL,111.92,102.46,-30,206
NOP,110.66,111.68,MEM,102.02,105.02,-9,189
NOP,111.54,112.12,MIN,111.12,116.48,5,239
NOP,107.58,111.1,CHI,109.24,110.28,5,245
NOP,108.08,112.32,IND,99.36,110.38,-2,216
NOP,106.48,110.14,SAS,120.92,116.88,-5,221
NOP,108.16,106.82,DEN,119.12,104.6,-6,204
NOP,107.08,110.12,HOU,111.44,113.2,5,237
NOP,109.06,111.44,SAS,110.12,114.04,-12,240
NOP,111.04,111.34,OKC,117.28,116.12,-6,238
NOP,112.24,112.3,DET,102.1,104.7,-4,192
NOP,117.02,117.8,MEM,104.22,117.7,20,190
NOP,118.6,111.78,POR,122.34,112.76,-16,240
NOP,120.34,105.24,GSW,132.72,111.76,-7,287
NOP,122.02,108.62,LAC,112.64,109.74,4,238
NOP,126.54,110.72,MIN,113.1,108.06,-4,216
NOP,121.1,109.58,CLE,105.18,124.54,16,264
NOP,121.86,113.82,MEM,100.6,111.56,19,209
NOP,119.12,118.72,CLE,99.7,118.32,35,231
NOP,115.84,115.64,BKN,106.64,112.36,-5,247
NOP,110.18,113.32,MIN,110.68,109.1,9,237
NOP,111.08,114.72,HOU,118.06,110.16,-4,212
NOP,107.2,113.08,DAL,115.36,118.72,2,226
NOP,105.72,110.28,DAL,112.56,118.02,-3,241
NOP,104.06,110.5,SAC,105.7,112.84,-5,239
NOP,107.6,111.38,LAL,109.48,111.18,-8,216
NOP,106.5,109.78,MIL,107.34,102.6,-8,238
NOP,110.54,107.6,MIA,106.38,104.16,-6,198
NOP,113.88,112.28,OKC,110.42,100.62,4,232
NOP,116.98,110.44,BOS,127.98,99.4,-13,213
NOP,114.2,110.04,DET,98.92,103.52,8,224
NOP,116.54,107.6,MEM,106.12,105.94,-4,210
NOP,113.7,112.66,DAL,111.66,106.46,26,238
NOP,109.22,109.4,LAC,112.22,104.92,-3,255
NOP,107.5,111.22,CHA,108.52,108.26,10,228
NOP,109.94,112.84,MIA,101.56,107.62,-5,207
NOP,113.76,117.92,WAS,113.1,114.4,21,229
NOP,116.68,115.64,BOS,103.78,107.48,-17,231
NOP,119.2,115.64,WAS,108.6,110.02,-10,238
NOP,116.86,113.06,NYK,112.82,119.88,-5,223
NOP,119.18,111.8,PHI,112.04,108.52,-0.8,240.8
NOP,115.56,106.7,SAS,103.66,105.18,14,266
NOP,111.38,102.94,DEN,112.22,109.14,10,240
NOP,109.82,103.2,NYK,100.62,112.48,5,253
NOP,109.6,104.78,MIN,103.88,113.64,-7,207
NOP,107.52,107.9,TOR,116.52,104.94,16,236
NOP,106.8,112.78,PHX,96.26,109.2,20,218
NOP,106.96,115.64,CHI,104.72,112.66,9,205
NOP,105.64,117.06,OKC,111.08,101.74,-6,238
NOP,109.54,117.82,SAS,110.74,107.42,-14,204
NOP,108.76,113.88,POR,112.02,105.42,-13,251
NOP,112.06,112.44,GSW,127.36,107.6,-10,252
NOP,116.28,112.1,DEN,109.72,101.14,-5,227
NYK,104.68,107.68,DET,102.9,112.4,-26,204
NYK,103.28,109.96,CHI,105.12,119.9,10,182
NYK,98.44,110.68,WAS,111.98,114.84,3,223
NYK,102.76,112.84,HOU,118.64,102.56,-24,216
NYK,102.34,113.66,ORL,114.16,114.46,-14,214
NYK,102,119.18,CHI,100.62,116.68,8,218
NYK,101.46,123.84,MIA,105.6,109.66,-8,192
NYK,107.32,124.56,TOR,114.72,106.34,-25,209
NYK,102.2,122.46,LAC,113.34,114.04,-11,237
NYK,103.04,119.86,DEN,118.76,110.04,-18,204
NYK,99,113.92,UTA,110.84,98.06,-21,253
NYK,100.12,109.88,TOR,110.06,104.74,-36,220
NYK,95.44,107.62,LAL,104.26,111.82,1,247
NYK,98.34,106.42,SAS,112.86,106.36,-26,192
NYK,97.92,108.88,IND,108.38,113.2,-5,201
NYK,103.08,112.94,MIN,119.16,124.08,-11,195
